Dataset 1: Glass
K-NN Classifier Fold 1:
k=1
Accuracy: 84.62
   Actual  Predicted
6   republican  republican
7     democrat    democrat
8   republican  republican
9     democrat  republican
10    democrat    democrat
11  republican  republican
12    democrat    democrat
13    democrat  republican
14  republican  republican
15  republican  republican
16    democrat    democrat
17    democrat    democrat
18    democrat    democrat
19  republican  republican
20    democrat    democrat
21    democrat    democrat
22  republican  republican
23    democrat    democrat
24    democrat    democrat
25    democrat    democrat
26    democrat    democrat
27    democrat    democrat
28  republican  republican
29  republican  republican
30  republican  republican
31  republican  republican
32  republican  republican
33    democrat    democrat
34  republican  republican
35    democrat    democrat
36    democrat    democrat
37    democrat    democrat
38    democrat    democrat
39    democrat    democrat
40  republican  republican
41    democrat    democrat
42    democrat    democrat
43    democrat    democrat
44  republican  republican
45  republican  republican
46    democrat    democrat
47  republican  republican
48    democrat    democrat
49  republican  republican
50  republican  republican
51  republican  republican
52  republican  republican
53    democrat    democrat
54    democrat    democrat
55    democrat    democrat
56    democrat    democrat
57    democrat    democrat
58  republican  republican
59    democrat    democrat
60    democrat    democrat
61  republican  republican
62    democrat    democrat
63    democrat    democrat
64  republican  republican
65  republican  republican
66    democrat    democrat
67  republican  republican
68  republican  republican
69    democrat    democrat
70    democrat    democrat
71    democrat    democrat
72    democrat    democrat
73    democrat    democrat
74    democrat  republican
75  republican  republican
76  republican    democrat
77  republican  republican
78    democrat  republican

ENN Classifier Fold 4:
k=5
Accuracy: 88.46
        Actual   Predicted
0   republican  republican
1   republican  republican
2     democrat    democrat
3   republican  republican
4     democrat    democrat
5     democrat    democrat
6   republican  republican
7   republican  republican
8     democrat    democrat
9     democrat    democrat
10    democrat    democrat
11    democrat    democrat
12    democrat    democrat
13  republican  republican
14    democrat    democrat
15  republican  republican
16    democrat    democrat
17    democrat    democrat
18    democrat    democrat
19    democrat    democrat
20    democrat    democrat
21  republican  republican
22  republican  republican
23  republican  republican
24    democrat    democrat
25  republican  republican
26  republican  republican
27    democrat  republican
28  republican  republican
29  republican    democrat
30    democrat    democrat
31  republican  republican
32    democrat    democrat
33    democrat    democrat
34    democrat  republican
35  republican  republican
36  republican  republican
37    democrat    democrat
38    democrat    democrat
39  republican  republican
40    democrat    democrat
41    democrat    democrat
42  republican  republican
43    democrat    democrat
44    democrat  republican
45  republican  republican
46    democrat  republican
47  republican  republican
48    democrat    democrat
49    democrat    democrat
50  republican  republican
51    democrat    democrat
52    democrat  republican
53  republican    democrat
54  republican  republican
55    democrat    democrat
56    democrat    democrat
57    democrat    democrat
58    democrat  republican
59    democrat    democrat
60  republican  republican
61    democrat    democrat
62    democrat    democrat
63    democrat    democrat
64    democrat    democrat
65  republican  republican
66    democrat    democrat
67  republican  republican
68  republican  republican
69  republican  republican
70    democrat  republican
71    democrat    democrat
72    democrat    democrat
73    democrat    democrat
74    democrat    democrat
75  republican  republican
76    democrat    democrat
77  republican  republican

ENN Classifier Fold 5:
k=5
Accuracy: 93.59
        Actual   Predicted
0     democrat    democrat
1   republican  republican
2   republican  republican
3   republican  republican
4     democrat    democrat
5     democrat    democrat
6     democrat    democrat
7     democrat    democrat
8     democrat    democrat
9     democrat    democrat
10  republican  republican
11    democrat    democrat
12    democrat    democrat
13    democrat    democrat
14    democrat    democrat
15    democrat    democrat
16  republican  republican
17  republican  republican
18  republican  republican
19    democrat    democrat
20    democrat    democrat
21  republican  republican
22  republican  republican
23    democrat    democrat
24    democrat    democrat
25    democrat    democrat
26    democrat    democrat
27    democrat    democrat
28  republican  republican
29    democrat    democrat
30  republican  republican
31  republican  republican
32    democrat    democrat
33    democrat    democrat
34    democrat    democrat
35    democrat  republican
36    democrat    democrat
37  republican  republican
38    democrat    democrat
39    democrat    democrat
40    democrat    democrat
41  republican  republican
42  republican  republican
43    democrat  republican
44    democrat    democrat
45    democrat    democrat
46    democrat    democrat
47  republican  republican
48    democrat    democrat
49  republican  republican
50    democrat    democrat
51    democrat    democrat
52    democrat    democrat
53  republican  republican
54    democrat    democrat
55  republican  republican
56  republican  republican
57  republican  republican
58  republican  republican
59  republican  republican
60    democrat  republican
61    democrat    democrat
62  republican  republican
63    democrat  republican
64  republican  republican
65    democrat    democrat
66    democrat    democrat
67    democrat    democrat
68    democrat    democrat
69    democrat    democrat
70    democrat    democrat
71    democrat    democrat
72    democrat    democrat
73  republican  republican
74    democrat    democrat
75    democrat    democrat
76    democrat    democrat
77  republican    democrat


Dataset 3: Vote
E-NN Classification Accuracy:90.55501460564753

CNN Classifier Fold 1:
k=1
Accuracy: 91.14
        Actual   Predicted
0     democrat    democrat
1     democrat    democrat
2   republican  republican
3     democrat    democrat
4   republican  republican
5   republican  republican
6   republican    democrat
7     democrat    democrat
8   republican    democrat
9   republican  republican
10    democrat    democrat
11    democrat  republican
12  republican  republican
13    democrat    democrat
14    democrat    democrat
15    democrat    democrat
16    democrat    democrat
17    democrat    democrat
18  republican  republican
19    democrat    democrat
20    democrat    democrat
21  republican  republican
22    democrat    democrat
23    democrat    democrat
24    democrat    democrat
25    democrat    democrat
26  republican  republican
27  republican    democrat
28    democrat    democrat
29  republican  republican
30    democrat  republican
31    democrat    democrat
32    democrat    democrat
33    democrat    democrat
34    democrat    democrat
35    democrat    democrat
36    democrat    democrat
37  republican  republican
38    democrat    democrat
39    democrat    democrat
40  republican  republican
41    democrat    democrat
42  republican  republican
43    democrat    democrat
44    democrat    democrat
45  republican  republican
46    democrat    democrat
47    democrat    democrat
48    democrat    democrat
49  republican  republican
50    democrat    democrat
51    democrat    democrat
52    democrat    democrat
53  republican    democrat
54  republican  republican
55  republican  republican
56  republican  republican
57    democrat    democrat
58  republican  republican
59    democrat    democrat
60  republican  republican
61  republican  republican
62  republican  republican
63    democrat    democrat
64  republican  republican
65    democrat    democrat
66    democrat    democrat
67    democrat    democrat
68    democrat    democrat
69  republican    democrat
70    democrat    democrat
71  republican  republican
72  republican  republican
73    democrat    democrat
74  republican  republican
75    democrat    democrat
76  republican  republican
77    democrat    democrat
78    democrat    democrat

CNN Classifier Fold 2:
k=1
Accuracy: 83.33
        Actual   Predicted
0   republican  republican
1     democrat    democrat
2     democrat    democrat
3   republican    democrat
4   republican  republican
5     democrat  republican
6   republican  republican
7   republican  republican
8   republican  republican
9   republican  republican
10    democrat    democrat
11    democrat    democrat
12  republican  republican
13    democrat    democrat
14    democrat    democrat
15    democrat    democrat
16  republican  republican
17    democrat    democrat
18  republican  republican
19    democrat  republican
20  republican  republican
21  republican  republican
22    democrat    democrat
23    democrat    democrat
24    democrat    democrat
25  republican  republican
26    democrat    democrat
27  republican  republican
28    democrat    democrat
29  republican  republican
30    democrat    democrat
31    democrat  republican
32    democrat    democrat
33    democrat    democrat
34    democrat    democrat
35    democrat    democrat
36    democrat    democrat
37    democrat    democrat
38  republican  republican
39    democrat    democrat
40    democrat    democrat
41    democrat    democrat
42    democrat    democrat
43  republican  republican
44    democrat    democrat
45    democrat  republican
46  republican  republican
47  republican  republican
48    democrat    democrat
49  republican  republican
50    democrat    democrat
51    democrat    democrat
52    democrat    democrat
53    democrat  republican
54    democrat    democrat
55  republican    democrat
56    democrat  republican
57  republican  republican
58    democrat    democrat
59  republican  republican
60  republican  republican
61    democrat    democrat
62    democrat    democrat
63  republican  republican
64  republican  republican
65  republican  republican
66    democrat  republican
67    democrat    democrat
68  republican  republican
69    democrat    democrat
70    democrat  republican
71    democrat    democrat
72    democrat  republican
73  republican  republican
74  republican  republican
75  republican    democrat
76    democrat    democrat
77    democrat  republican

CNN Classifier Fold 3:
k=1
Accuracy: 91.14
        Actual   Predicted
0     democrat    democrat
1   republican  republican
2     democrat    democrat
3     democrat    democrat
4   republican  republican
5   republican  republican
6   republican  republican
7   republican  republican
8     democrat    democrat
9   republican  republican
10  republican  republican
11    democrat  republican
12    democrat    democrat
13    democrat    democrat
14  republican  republican
15  republican  republican
16  republican    democrat
17    democrat    democrat
18    democrat    democrat
19    democrat    democrat
20    democrat    democrat
21  republican  republican
22    democrat    democrat
23    democrat    democrat
24  republican  republican
25  republican  republican
26  republican  republican
27    democrat    democrat
28  republican  republican
29    democrat    democrat
30    democrat    democrat
31    democrat    democrat
32    democrat    democrat
33    democrat    democrat
34  republican  republican
35    democrat    democrat
36    democrat    democrat
37  republican  republican
38    democrat    democrat
39  republican  republican
40  republican    democrat
41    democrat    democrat
42    democrat  republican
43    democrat  republican
44    democrat    democrat
45  republican  republican
46  republican  republican
47    democrat    democrat
48    democrat    democrat
49    democrat    democrat
50  republican  republican
51  republican  republican
52  republican  republican
53    democrat    democrat
54    democrat  republican
55    democrat    democrat
56  republican  republican
57    democrat    democrat
58    democrat    democrat
59  republican  republican
60    democrat    democrat
61    democrat    democrat
62  republican  republican
63    democrat    democrat
64    democrat    democrat
65    democrat    democrat
66    democrat    democrat
67    democrat    democrat
68    democrat    democrat
69    democrat    democrat
70    democrat    democrat
71    democrat    democrat
72  republican  republican
73  republican    democrat
74  republican  republican
75    democrat    democrat
76    democrat    democrat
77  republican  republican
78    democrat    democrat

CNN Classifier Fold 4:
k=1
Accuracy: 88.46
        Actual   Predicted
0     democrat    democrat
1     democrat    democrat
2     democrat    democrat
3   republican  republican
4   republican    democrat
5     democrat    democrat
6     democrat    democrat
7   republican  republican
8     democrat  republican
9     democrat    democrat
10  republican  republican
11    democrat    democrat
12    democrat    democrat
13    democrat  republican
14  republican  republican
15  republican    democrat
16  republican  republican
17    democrat    democrat
18    democrat    democrat
19  republican  republican
20    democrat    democrat
21    democrat    democrat
22    democrat    democrat
23  republican    democrat
24  republican  republican
25    democrat    democrat
26  republican  republican
27    democrat    democrat
28    democrat    democrat
29    democrat    democrat
30    democrat    democrat
31  republican  republican
32    democrat    democrat
33  republican  republican
34    democrat    democrat
35  republican  republican
36  republican  republican
37  republican  republican
38  republican  republican
39    democrat    democrat
40    democrat    democrat
41  republican  republican
42    democrat    democrat
43  republican  republican
44    democrat    democrat
45  republican  republican
46    democrat    democrat
47    democrat    democrat
48  republican  republican
49  republican    democrat
50  republican  republican
51  republican    democrat
52  republican  republican
53    democrat    democrat
54    democrat    democrat
55    democrat    democrat
56  republican  republican
57    democrat    democrat
58    democrat    democrat
59    democrat    democrat
60    democrat    democrat
61    democrat    democrat
62    democrat    democrat
63  republican  republican
64  republican  republican
65  republican  republican
66    democrat    democrat
67    democrat  republican
68  republican  republican
69    democrat    democrat
70    democrat    democrat
71    democrat    democrat
72    democrat    democrat
73  republican  republican
74    democrat  republican
75    democrat    democrat
76    democrat    democrat
77    democrat    democrat

CNN Classifier Fold 5:
k=1
Accuracy: 93.59
        Actual   Predicted
0     democrat    democrat
1   republican  republican
2   republican  republican
3     democrat    democrat
4   republican  republican
5     democrat    democrat
6   republican  republican
7   republican  republican
8     democrat    democrat
9     democrat    democrat
10    democrat    democrat
11  republican  republican
12    democrat    democrat
13  republican  republican
14  republican  republican
15    democrat    democrat
16    democrat  republican
17    democrat    democrat
18  republican  republican
19    democrat    democrat
20  republican  republican
21  republican  republican
22    democrat    democrat
23    democrat    democrat
24    democrat    democrat
25  republican  republican
26    democrat    democrat
27    democrat    democrat
28    democrat    democrat
29    democrat    democrat
30    democrat    democrat
31    democrat    democrat
32    democrat    democrat
33    democrat    democrat
34    democrat    democrat
35  republican  republican
36    democrat    democrat
37  republican  republican
38  republican  republican
39    democrat  republican
40    democrat    democrat
41  republican  republican
42    democrat    democrat
43    democrat    democrat
44    democrat    democrat
45    democrat  republican
46    democrat    democrat
47    democrat    democrat
48    democrat    democrat
49    democrat    democrat
50    democrat    democrat
51  republican  republican
52  republican  republican
53    democrat    democrat
54  republican  republican
55    democrat    democrat
56    democrat    democrat
57    democrat    democrat
58  republican  republican
59    democrat    democrat
60    democrat    democrat
61  republican  republican
62  republican  republican
63    democrat    democrat
64    democrat    democrat
65    democrat    democrat
66    democrat    democrat
67  republican  republican
68  republican  republican
69    democrat  republican
70  republican  republican
71    democrat  republican
72    democrat    democrat
73    democrat    democrat
74  republican  republican
75    democrat    democrat
76    democrat    democrat
77    democrat    democrat


Dataset 3: Vote
C-NN Classification Accuracy:89.53261927945472

Dataset 4: Abalone
K-NN Regression Fold 1:
k=5
MSE: 0.77
     Actual  Predicted
0       8.0   9.905675
1      11.0  11.053396
2      14.0  10.785946
3      10.0  11.425239
4      18.0  12.157762
5      14.0   9.601749
6      13.0  10.765499
7       6.0   6.653330
8       9.0  10.720263
9      12.0  11.467701
10     10.0  12.191122
11      8.0  10.611275
12      9.0   9.548098
13     11.0  11.454237
14      9.0   9.726116
15      9.0  10.012812
16      7.0   6.896445
17     10.0  11.432433
18      9.0  10.699349
19     13.0   9.810394
20     17.0  11.177422
21      8.0  10.559955
22      7.0   8.713338
23     13.0  12.066616
24      9.0   6.740659
25     10.0  12.197605
26      9.0  11.139441
27     14.0  11.851265
28     11.0   9.233581
29      6.0   8.030321
30     10.0  11.313689
31      9.0  10.463879
32     13.0  11.606119
33     11.0  11.892405
34      9.0   7.796639
35      9.0  11.469798
36     11.0  11.374093
37      9.0  11.106940
38     10.0  11.020703
39     12.0  11.637674
40      7.0   8.555594
41     12.0  11.944765
42     10.0  11.279307
43      9.0  10.044338
44      9.0   7.548099
45      5.0   6.641077
46      9.0  11.186209
47      8.0   9.316486
48     10.0   9.557260
49     12.0  12.320614
50      9.0  10.916536
51      9.0   6.948735
52      8.0   9.091187
53     11.0   8.685794
54     13.0  11.053714
55      8.0   9.125552
56     10.0  11.602753
57     11.0   7.087109
58     11.0  11.942584
59      7.0   7.444779
60      9.0  10.988197
61      8.0  10.775063
62     10.0  10.931570
63     13.0  11.074852
64      9.0  10.331160
65      6.0   6.791123
66     10.0  10.797591
67      5.0   6.634662
68     25.0  11.484332
69     11.0  10.621374
70     10.0  10.980651
71      7.0   8.458542
72      8.0   9.306263
73      9.0  10.276605
74     23.0  10.382140
75     12.0  11.160444
76     13.0  12.074597
77      8.0  10.256197
78     12.0  12.280316
79     10.0  10.505079
80     24.0  12.240898
81     11.0  12.280824
82     15.0  10.506507
83      9.0  11.275676
84     11.0   7.130295
85     11.0  10.990235
86      4.0   6.636698
87      9.0   9.427902
88      7.0   7.538758
89     12.0   9.011551
90     18.0  11.141469
91      6.0   7.083626
92      9.0  11.064122
93     11.0  12.271989
94     10.0  10.746380
95     10.0  11.623122
96      6.0   6.660492
97      7.0   6.718686
98     13.0  10.499835
99      9.0  11.011299
100     8.0  11.432789
101     7.0   9.003258
102    11.0  11.771505
103    12.0  10.228739
104    13.0  10.507290
105    11.0  11.792199
106     9.0   9.104042
107    18.0  10.755843
108     6.0   7.971618
109    13.0  11.215501
110    12.0  10.979040
111    10.0   6.970324
112    14.0  11.156664
113     9.0  10.825622
114     5.0   6.687541
115     6.0   7.989872
116    13.0  11.058255
117     9.0   9.130243
118     6.0   6.681902
119    20.0  11.396528
120    12.0   9.281877
121     8.0   9.499640
122     8.0  10.023464
123    13.0  12.187605
124    12.0   9.442423
125    11.0  11.320299
126     9.0  10.841578
127     9.0  11.610200
128     5.0   7.211293
129     9.0   9.884936
130     9.0   9.882385
131     6.0   6.908358
132     8.0   9.321876
133     8.0   8.998540
134     8.0   6.753234
135    10.0  10.778453
136    14.0  10.034101
137    11.0  11.124454
138    11.0  11.728292
139     9.0  10.794563
140     6.0   7.827098
141    15.0  11.043720
142    20.0  12.264452
143     9.0   9.738991
144    11.0  11.179257
145     8.0   8.646738
146    12.0  11.199944
147     7.0   9.733102
148     6.0   6.770059
149    11.0  11.313788
150    13.0  11.191497
151     9.0  10.524211
152     7.0   8.621766
153    12.0  12.122432
154    14.0  12.320717
155    16.0   9.136005
156    10.0  11.895305
157     9.0  11.381748
158    13.0  12.315560
159    11.0  11.939375
160     9.0   9.003102
161    10.0  11.839980
162    20.0  10.821634
163    10.0  11.892099
164    10.0  10.350671
165     8.0   7.453349
166    10.0   9.682721
167    11.0  10.771610
168     9.0  10.896743
169     9.0  10.842744
170     9.0  10.451873
171     9.0  10.305471
172     4.0   6.639841
173     8.0   9.263388
174     4.0   6.634683
175    10.0  12.266103
176    11.0  10.915451
177     7.0   8.607323
178    11.0  11.310288
179    16.0  11.242631
180    12.0  10.054523
181     8.0   8.704840
182    14.0   9.039224
183    10.0  11.382054
184     6.0   6.692689
185    10.0  10.776767
186    10.0  11.825073
187     8.0  10.774836
188     5.0   6.809715
189     7.0   7.418283
190    10.0  10.968215
191     7.0   6.699039
192    14.0  10.343997
193     6.0   6.812902
194     7.0   8.110585
195     6.0   7.730387
196    10.0  11.095873
197    20.0  10.949720
198    18.0  12.036968
199     7.0   7.984963
200     7.0   7.770717
201    10.0  11.465316
202    10.0  12.325683
203    16.0  11.276333
204    12.0  11.384263
205    13.0  10.820999
206    10.0   9.131625
207     8.0  11.274938
208     9.0   9.464560
209     6.0   8.280510
210     5.0   6.666441
211    10.0  11.522159
212     6.0   7.277869
213    11.0  12.144666
214    10.0   6.828839
215    10.0  11.247535
216     8.0   9.373521
217     8.0  10.849374
218     8.0  11.021588
219     7.0   6.884634
220    13.0  10.701941
221     8.0   9.407921
222    11.0  10.710616
223    10.0   8.849602
224    11.0  11.701757
225    16.0  10.971050
226     8.0   7.971916
227    11.0  11.223422
228    12.0  11.018650
229     8.0   8.856307
230    12.0  11.854611
231     9.0  11.348527
232    14.0   8.818463
233    13.0  10.167498
234    12.0  12.069803
235    14.0  11.855167
236    15.0  10.504047
237     9.0  10.002801
238    17.0  10.383178
239    12.0   9.028104
240     8.0   8.800728
241    11.0  10.446670
242     9.0   8.933891
243    14.0  11.050840
244     7.0  10.440450
245    11.0  10.798582
246     8.0   9.225516
247    10.0  10.434224
248     9.0  11.005272
249     8.0  10.278129
250     9.0  10.510514
251    15.0   9.773571
252     9.0  11.239061
253     9.0  11.042141
254     7.0   7.777628
255     6.0   7.021758
256    11.0  11.264580
257     9.0  11.356983
258    16.0  10.827480
259     8.0   9.395358
260    10.0  11.033609
261    11.0  10.534848
262    14.0  11.114775
263    10.0  11.473438
264    12.0  11.275405
265     9.0  12.002607
266     5.0   6.672228
267     8.0  10.346579
268     9.0  11.036498
269     8.0   9.289786
270     9.0  10.836604
271     9.0  11.068238
272     8.0   9.168772
273    12.0  10.360489
274    13.0  10.471152
275    12.0  11.669570
276     9.0   9.757841
277     6.0   6.798535
278     9.0   9.078621
279    10.0  10.550137
280     9.0  10.599802
281    23.0  11.028744
282     8.0   9.247895
283    14.0  11.420537
284     9.0  10.131386
285    13.0  10.261316
286    18.0  11.184091
287     9.0   8.296630
288    11.0  10.952918
289    10.0   7.579579
290     9.0  11.105492
291     6.0   6.673685
292    12.0   7.903807
293    16.0  11.972324
294     9.0  10.920370
295    16.0   8.996578
296    11.0  11.154650
297     7.0   8.106280
298    11.0  11.203486
299    12.0  11.346533
300     7.0   7.918827
301    13.0  10.906437
302     7.0   9.057957
303    14.0  11.019135
304     7.0  10.946095
305     9.0  11.706903
306     6.0   7.630824
307    15.0  12.308989
308     4.0   6.658568
309     8.0  11.178327
310     4.0   6.641217
311    15.0  11.780866
312    16.0  12.319551
313    10.0  10.819803
314     9.0   8.930278
315    11.0  12.203763
316     8.0   9.861055
317    11.0  11.108373
318     9.0  10.993612
319     7.0   7.197910
320    11.0  11.824810
321    10.0   8.837645
322    10.0  11.431878
323    10.0  10.847955
324    10.0   9.380572
325     7.0   6.813249
326     9.0  10.352544
327     9.0   7.332608
328    10.0  11.191350
329    15.0   9.157034
330    12.0  10.745744
331    15.0  10.998798
332    14.0  10.454746
333     8.0  11.114127
334     6.0   9.226401
335    11.0  11.655481
336    11.0  11.079848
337     8.0   9.427819
338     6.0   7.088062
339    11.0  10.254423
340    11.0  12.220548
341     7.0   8.083837
342     6.0   7.167529
343     8.0   8.979545
344    10.0   6.919901
345    10.0   7.573894
346     7.0   8.499730
347    12.0  12.323819
348     9.0  11.435612
349     5.0   6.717460
350     5.0   6.671199
351    17.0  11.875092
352    12.0  12.101649
353     2.0   6.629782
354    10.0  10.936238
355     7.0   6.713694
356    10.0  11.612554
357    10.0   9.757892
358     7.0   6.735345
359    11.0  10.549076
360    21.0  11.838441
361     5.0   6.698740
362    12.0   9.810903
363     5.0   7.523710
364    12.0  11.027701
365     8.0  10.156555
366     7.0   7.249829
367    12.0   9.573879
368    23.0  10.497648
369     5.0   7.255169
370     6.0   7.000083
371     8.0   9.199946
372    12.0  12.046920
373    10.0  10.603480
374    22.0  11.495011
375    12.0  11.060161
376     9.0   8.703247
377     8.0   9.734075
378    16.0  11.579057
379     5.0   6.729813
380     9.0  10.996810
381     9.0  10.900483
382     8.0  10.787415
383    21.0  11.970242
384     5.0   6.635251
385    10.0  11.389265
386     6.0   7.480598
387    15.0   9.949838
388     6.0   9.017461
389     9.0   9.670847
390     5.0   6.646750
391     7.0   7.916364
392     8.0  11.223450
393     6.0   6.689188
394     8.0  10.049087
395    19.0  10.452975
396     8.0   9.243217
397    12.0  10.599596
398     8.0   9.592154
399     9.0  11.397448
400     9.0  12.324917
401    14.0  11.809595
402     8.0   7.088227
403     9.0  10.718487
404    12.0   9.963133
405     9.0  10.260505
406     9.0  11.097221
407     4.0   6.645293
408     5.0   6.661308
409     9.0   9.953822
410     9.0  10.849891
411    10.0   9.282327
412     9.0  10.837702
413     9.0  10.339494
414    10.0   9.299896
415     8.0   6.938250
416    13.0  10.840329
417     7.0   8.536727
418    17.0  10.634179
419    14.0  11.427620
420    17.0  11.764425
421    13.0  12.294709
422     4.0   6.640526
423     6.0   7.179102
424     8.0   7.850755
425     6.0   6.937157
426     9.0  10.999663
427    13.0  10.408342
428     7.0   8.148741
429    16.0  12.061879
430    10.0  10.635087
431    10.0  11.065945
432     7.0   6.746618
433     8.0  10.137805
434     9.0  11.086678
435     9.0  11.427764
436    14.0  10.454977
437    11.0  10.794893
438    10.0  10.534579
439    11.0  11.324866
440     8.0  10.292648
441    12.0   9.664318
442     7.0   6.907067
443     9.0   9.368993
444    11.0  10.841187
445     9.0  12.085892
446     7.0   7.089163
447    17.0  12.116495
448     7.0   7.036486
449    10.0  11.194064
450     6.0   9.266853
451    14.0   9.809105
452     7.0   7.182878
453     9.0  11.025010
454     8.0   8.524118
455     9.0   9.270055
456    11.0  12.091826
457     6.0   8.664045
458    13.0  11.049282
459     6.0   7.113083
460    11.0  12.237758
461    10.0  12.212437
462    12.0  12.073838
463    11.0  12.245695
464    15.0  11.518568
465    10.0  10.062042
466     9.0  10.757582
467    13.0  11.373882
468    10.0  11.133463
469     6.0   6.738686
470     4.0   6.659291
471     9.0  11.204988
472    15.0   9.775403
473    11.0  10.289085
474     7.0   9.228333
475     8.0  10.653614
476    11.0  10.717546
477     9.0  10.779418
478    16.0  10.627888
479     7.0  10.265497
480     9.0  10.911619
481    11.0  10.698845
482     7.0   6.806799
483    10.0   9.604968
484    11.0  11.171556
485    11.0  11.568317
486    10.0   8.338544
487    11.0  11.206048
488    10.0   8.415213
489     7.0  10.091477
490    12.0  10.681133
491     9.0  10.972899
492    13.0  10.650614
493    10.0  10.906108
494    11.0  10.517832
495    12.0  10.996829
496    10.0  12.269612
497     9.0   8.633981
498     9.0  10.469696
499    10.0  11.057647
500     6.0   7.882402
501     9.0  10.641062
502    11.0  11.480160
503    10.0  11.091943
504    10.0  11.320501
505    15.0  10.634784
506    13.0  10.934457
507    17.0  10.909953
508     9.0   9.455482
509    15.0  11.011582
510     4.0   6.676258
511     9.0   9.699946
512    10.0  10.986943
513    23.0  11.290529
514     8.0   9.871359
515     8.0   9.989320
516    19.0  11.276163
517    10.0  11.858221
518     8.0   9.263258
519     9.0   9.495620
520     6.0   7.027282
521    19.0  10.699679
522     4.0   6.630409
523     8.0  10.874683
524     3.0   6.634543
525    17.0  11.413036
526    10.0   7.870608
527     9.0   8.793346
528     5.0   6.673246
529     9.0  10.745056
530    10.0  11.485040
531    18.0  11.709967
532    10.0  10.445987
533    10.0  11.893051
534    12.0  11.695878
535     8.0   7.462524
536    10.0  12.267379
537     7.0   8.714906
538     9.0  11.527884
539    10.0  11.303714
540    11.0  11.566457
541     7.0   7.593011
542    19.0  10.896367
543     9.0   7.699365
544     9.0  10.855618
545    11.0  12.006157
546    10.0  11.290765
547     7.0   8.779756
548    17.0  11.251966
549     8.0  10.435470
550     9.0  10.943650
551     8.0   9.073653
552     7.0   9.410980
553     9.0  10.941559
554    10.0   8.702249
555    12.0   9.782063
556     9.0   6.956664
557     5.0   6.632597
558    11.0  10.097263
559     9.0  10.302803
560    13.0  10.200672
561     8.0   8.444289
562     6.0   6.694171
563    17.0  12.325534
564    15.0  11.410441
565    11.0  12.262142
566    11.0   8.733178
567    10.0  11.494052
568     8.0  10.200216
569    16.0  10.870145
570     3.0   6.631265
571    10.0  12.312262
572     9.0  10.549174
573     6.0   7.053596
574     8.0  11.252082
575     9.0  11.175105
576    10.0  12.324459
577    10.0  11.590833
578    10.0  10.287945
579     7.0   6.722782
580    10.0  10.725665
581    11.0  12.322375
582     9.0  10.514418
583     7.0   8.142385
584     9.0   8.659201
585     8.0   7.630746
586     8.0   8.983917
587    13.0   9.699859
588    12.0  11.000678
589    10.0   6.980223
590    19.0  11.598740
591     6.0   6.825212
592     8.0  10.604558
593     9.0  10.315441
594    13.0  10.974446
595    19.0   9.983183
596     7.0  10.923175
597    13.0  12.321794
598    10.0  10.584069
599    10.0   7.171561
600    15.0  12.086030
601     7.0   6.812064
602     7.0   6.846129
603     7.0   9.357931
604     9.0   8.490252
605     6.0   8.380018
606     6.0   8.341423
607    15.0  10.670610
608     7.0   6.675917
609     9.0   9.583745
610     6.0   9.557100
611    13.0  11.831690
612     7.0   7.001453
613     8.0   7.835995
614    12.0   9.640510
615     8.0  10.872806
616     5.0   6.631544
617     7.0   7.212824
618    27.0  11.089448
619    16.0  10.357395
620     8.0   9.866689
621     9.0  10.956214
622     7.0   9.310578
623    12.0  10.950783
624    23.0  10.128728
625     9.0  10.847811
626    10.0  12.276418
627    10.0  10.474464
628    15.0   9.604762
629    13.0  11.202306
630    11.0  10.867265
631     9.0  10.756694
632    10.0   9.919160
633     6.0   8.089228
634     7.0   8.276862
635     8.0  10.614029
636     8.0  11.067743
637    16.0  12.322623
638     9.0  10.874843
639     4.0   6.632694
640    11.0  10.976321
641    10.0  11.410080
642     9.0  10.875838
643    11.0  12.316774
644    10.0   7.660633
645    10.0  11.211291
646    10.0  11.273361
647     8.0   9.107835
648     9.0   8.532514
649     8.0   8.752745
650     8.0  10.789232
651    13.0  10.257120
652     9.0  11.602559
653     9.0   7.320484
654     7.0   6.759435
655     8.0  10.880930
656    15.0  10.695409
657     9.0  10.832994
658    10.0  11.071910
659    11.0  12.198441
660     9.0  11.406676
661    19.0  12.286858
662    11.0  11.306891
663     6.0   7.895010
664    11.0  11.241081
665    21.0  11.729626
666     7.0  10.109789
667    11.0  12.144883
668    10.0  10.760761
669     8.0  12.148139
670    11.0   9.843276
671    15.0  11.770062
672    19.0   8.602433
673    12.0  11.666502
674     7.0   9.159749
675    10.0  11.834034
676     9.0   8.313279
677    13.0   9.561889
678     8.0   9.638708
679     7.0   8.909818
680     5.0   7.104405
681    12.0   8.385471
682    10.0   8.685044
683    13.0  11.275909
684    10.0  11.363104
685    10.0  10.911114
686     6.0   7.196322
687     9.0   9.373847
688     9.0   8.861249
689     7.0   8.417266
690     8.0  10.672663
691    11.0  12.193200
692     8.0  10.404035
693    13.0  11.094202
694     6.0   6.664072
695    13.0  11.124217
696     9.0  10.507799
697     8.0  10.998114
698    11.0   9.913581
699    10.0  10.682431
700    14.0   8.194073
701     7.0   8.111928
702    11.0   8.974189
703     8.0   7.959711
704    16.0  12.290725
705     8.0   7.375807
706     6.0   6.927552
707    12.0  12.132898
708    12.0  11.192556
709    11.0  11.404240
710    11.0   6.873085
711     6.0   7.136402
