,track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,track id,artist id,genres_1,genres_2,genres_3,genres_4
1010,Red High Heels,Kellie Pickler,spotify:track:7dFSHwa7BNZvWlOuYsvFpy,0.626,0.8420000000000001,5,-3.74,1,0.0337,0.13,0.0,0.0734,0.54,115.72,222853,4,36.87695,12,1,7dFSHwa7BNZvWlOuYsvFpy,021hNAnkFIbyFyL97br6NB,contemporary country,country,country dawn,country road
1011,Sorrow,Lisa Gerrard,spotify:track:41FnNTSyRaEw4m4kaGr7h5,0.2,0.133,8,-23.052,1,0.0415,0.821,0.852,0.12,0.0433,84.544,86307,4,34.66876,6,0,41FnNTSyRaEw4m4kaGr7h5,3C4MmUJYQN9svNdedAR2BK,bow pop,ethereal wave,neoclassical,oceania soundtrack
1012,Litli Sjoarinn,Leoncie,spotify:track:6xcu5hMlh3SGPy3q7enSCR,0.555,0.9009999999999999,7,-5.629,1,0.0784,0.716,7.79e-06,0.0873,0.961,130.898,143267,4,22.76011,7,0,6xcu5hMlh3SGPy3q7enSCR,56PYPQKwlCfY32ZqwFhaRr,classic icelandic pop,0,0,0
1013,Chok-A-Blok Avenue,Barrio Jazz Gang,spotify:track:3k6Ebpz7pP2aftyKDMG2rh,0.5770000000000001,0.828,7,-8.568,1,0.0394,0.14300000000000002,0.0187,0.0865,0.619,129.971,343427,4,60.302009999999996,17,0,3k6Ebpz7pP2aftyKDMG2rh,6YJDoRq0kg9PcRboJSI6RJ,nu jazz,0,0,0
1014,5 Traditional Songs: No. 3. The British Grenadiers,John Rutter,spotify:track:663WQr97YiFeW8kB92K2oX,0.542,0.20199999999999999,6,-22.209,1,0.0348,0.993,0.00011499999999999999,0.0925,0.44,102.395,113400,4,48.96517,5,0,663WQr97YiFeW8kB92K2oX,0qlhpgr87PEG89Jd5iRpxe,anglican liturgy,british contemporary classical,choral,0
1015,Kajra Re,Alisha Chinai,spotify:track:72HdutlIHBZJ7WT1xVAAZT,0.484,0.898,0,-4.132,1,0.16399999999999998,0.365,0.0,0.091,0.68,91.975,482586,4,53.344680000000004,17,0,72HdutlIHBZJ7WT1xVAAZT,4mBxoO0pAcMbAwuTcrcLMc,filmi,indian folk,modern bollywood,sufi
1016,You Know - Radio Edit,Pimp! Code,spotify:track:69MEvKhgc9bAlcK4SNtyCe,0.682,0.9009999999999999,4,-9.53,1,0.038,0.000655,0.578,0.142,0.46299999999999997,141.026,166907,4,20.89725,9,0,69MEvKhgc9bAlcK4SNtyCe,6czJNzpZdslGy4Vx72b4QE,hands up,nightcore,0,0
1017,Let's Ride,The Game,spotify:track:4JKwW0A2OQeAUpYZd99Lfo,0.878,0.7390000000000001,5,-5.157,1,0.18899999999999997,0.16899999999999998,0.0,0.11900000000000001,0.8240000000000001,93.601,237680,4,44.658409999999996,10,1,4JKwW0A2OQeAUpYZd99Lfo,0NbfKEOTQCcwd6o7wSDOHI,gangster rap,hip hop,pop rap,rap
1018,A Necessary End,Saltillo,spotify:track:1uUSRS194YLPEBj82GiHRx,0.444,0.633,7,-10.121,0,0.048,0.10800000000000001,0.871,0.0854,0.22699999999999998,160.03799999999998,358347,4,48.90262,12,0,1uUSRS194YLPEBj82GiHRx,18JBdXUxvLhn2T0Y3o4WqI,cello,trip hop,0,0
1019,Rock The Boat,Aaliyah,spotify:track:0K3tgQDfulexWyVVDrxqb7,0.6409999999999999,0.72,5,-5.209,1,0.0336,0.0688,0.00286,0.193,0.418,92.988,275027,4,19.58819,13,1,0K3tgQDfulexWyVVDrxqb7,0urTpYCsixqZwgNTkPJOJ4,dance pop,hip hop,hip pop,pop
1020,Kernkraft 400,Zombie Nation,spotify:track:7g8cjrj0sXScNE727685JE,0.7140000000000001,0.528,6,-8.789,1,0.0692,0.00415,0.8540000000000001,0.0819,0.297,139.983,207267,4,35.14723,9,1,7g8cjrj0sXScNE727685JE,7vFpNLbCXbBFs4kFBUlkSl,german techno,0,0,0
1021,God In Me,"Mary Mary Featuring Kierra ""KiKi"" Sheard",spotify:track:1ZxwWrMNukjS8sb9TZ0HjU,0.6729999999999999,0.6729999999999999,5,-5.824,0,0.0948,0.0336,0.0,0.214,0.428,176.088,192680,4,43.4749,9,1,1ZxwWrMNukjS8sb9TZ0HjU,12Kgt2eahvxNWhD5PnSUde,gospel,gospel r&b,r&b,urban contemporary
1022,La Llorrona,DeVotchKa,spotify:track:5nLXACs83ePK0Pmeakq0d2,0.38299999999999995,0.158,2,-13.462,0,0.0382,0.92,0.9009999999999999,0.111,0.29100000000000004,152.45600000000002,291736,3,50.66545,13,0,5nLXACs83ePK0Pmeakq0d2,0hk8VgR64voU5ueK96W2DI,dark cabaret,denver indie,gypsy punk,laboratorio
1023,Pensionat Liljevahls,Engmans Kapell,spotify:track:7oX2ahtbHe4TYLlu4Zdk3E,0.506,0.8320000000000001,4,-4.335,1,0.0367,0.0499,0.000215,0.11800000000000001,0.769,103.62700000000001,186627,1,37.98723,10,0,7oX2ahtbHe4TYLlu4Zdk3E,44RPeghKstDd42rYnzyZ8v,danspunk,0,0,0
1024,Devils Get Dropped,Pettidee,spotify:track:6FxwSh1GJJbPfLeZyBu3mx,0.726,0.7190000000000001,11,-6.0089999999999995,0,0.0692,0.00044,8.75e-05,0.185,0.43700000000000006,176.122,213947,4,48.88769,10,0,6FxwSh1GJJbPfLeZyBu3mx,0qehlCsv0Di0jyb9tWOmvO,christian hip hop,gospel rap,0,0
1025,Flake,Jack Johnson,spotify:track:7hOXiS6kDP4vYIh9DBsNgK,0.758,0.654,5,-10.98,1,0.04,0.662,0.0197,0.19899999999999998,0.9620000000000001,97.65700000000001,281749,4,36.62777,15,1,7hOXiS6kDP4vYIh9DBsNgK,3GBPw9NK25X1Wt2OUvOwY3,neo mellow,0,0,0
1026,Ég felé,The Moon & The Nightspirit,spotify:track:0JxchgesbHnLwg18ZBeSKZ,0.518,0.85,5,-4.032,1,0.034,0.207,0.000246,0.0798,0.2,129.988,356960,4,38.9603,11,0,0JxchgesbHnLwg18ZBeSKZ,7hm6tfDbNUdRrz2hfRpJG3,ethereal wave,medieval folk,neoclassical,rune folk
1027,You Groove Me Featuring Kemdi - Instrumental Without Rap,Jon Cutler,spotify:track:1U69mrim4p9slZlspn2GXJ,0.8190000000000001,0.542,6,-13.753,0,0.126,0.0069900000000000006,0.679,0.0759,0.28,124.992,343040,4,31.75958,15,0,1U69mrim4p9slZlspn2GXJ,6vmRl3VuXiU126ssJufx2Z,chicago house,deep house,disco house,electro jazz
1028,We Are All Prostitutes (Adam Sky vs. Mark Stewart) - Crookers Rmx,Adam Sky,spotify:track:3OqRJtDUnDFwTLFqFQ5nio,0.753,0.868,1,-4.479,0,0.0619,0.000962,0.726,0.23199999999999998,0.366,124.993,388840,4,24.75245,13,0,3OqRJtDUnDFwTLFqFQ5nio,6UJBDnjYO94inuYaLVbWBY,electrofox,0,0,0
1029,Page 47,Trevor Rabin,spotify:track:45bjjmpoXgTaAJTf5qTKC3,0.23,0.335,2,-11.808,0,0.0373,0.8959999999999999,0.358,0.327,0.0688,120.01799999999999,159427,4,21.31394,10,0,45bjjmpoXgTaAJTf5qTKC3,23ukNzhMiRiYgORi3n3RJq,classic soundtrack,epicore,scorecore,soundtrack
1030,Fall For You,Secondhand Serenade,spotify:track:7lWF2mVr1KKbVnaT2nSlPo,0.387,0.442,0,-7.086,1,0.0352,0.19,0.0,0.0788,0.382,169.481,185600,4,50.31098,7,1,7lWF2mVr1KKbVnaT2nSlPo,6eouuqqGggqDlYRV63cgPo,neo mellow,piano rock,pixie,pop punk
1031,Flip Ya Lid,Nightmares On Wax,spotify:track:5ftamIDoDRpEvlZinDuNNW,0.873,0.465,4,-8.95,0,0.0618,0.245,0.307,0.134,0.7290000000000001,89.98200000000001,324173,4,34.2092,11,0,5ftamIDoDRpEvlZinDuNNW,4tNxq9NGKTKaX8OkZBLgf0,bleep techno,downtempo,electronica,indie jazz
1032,We Run This,Missy Elliott,spotify:track:4z5fkIflIBvSG9elVNmiOJ,0.745,0.898,9,-4.544,1,0.23399999999999999,0.187,0.0,0.7120000000000001,0.778,109.61399999999999,204461,4,49.19679,8,1,4z5fkIflIBvSG9elVNmiOJ,2wIVse2owClT7go1WT98tk,dance pop,hip hop,hip pop,pop
1033,Letters From Home,John Michael Montgomery,spotify:track:15cGdiAHmezm0P04jVAjMo,0.644,0.626,0,-7.242999999999999,1,0.0258,0.36700000000000005,5.78e-06,0.155,0.38799999999999996,128.029,267533,4,55.71595,12,1,15cGdiAHmezm0P04jVAjMo,7mPcfx7PhnBh6n4HMCd61A,contemporary country,country,country road,0
1034,Youth Of The Nation,P.O.D.,spotify:track:0UrWr7Jnu1heq1o99ZwUd0,0.563,0.86,8,-7.5329999999999995,1,0.0621,0.00834,0.0106,0.39,0.517,97.867,256240,4,31.53952,8,1,0UrWr7Jnu1heq1o99ZwUd0,6KO6G41BBLTDNYOLefWTMU,alternative metal,funk metal,nu metal,post-grunge
1035,When You're Mad,Ne-Yo,spotify:track:5FXOEdfNW7nYQrBWtW49Cl,0.66,0.5479999999999999,6,-7.127000000000001,1,0.215,0.364,0.0,0.10800000000000001,0.436,86.947,222000,4,23.03848,7,1,5FXOEdfNW7nYQrBWtW49Cl,21E3waRsmPlU7jZsS13rcj,dance pop,pop,pop rap,r&b
1036,Outcasts,Meagashira,spotify:track:3vqNm8qsjJXTrssMymSrd6,0.465,0.8759999999999999,10,-5.796,0,0.0964,0.0375,0.0308,0.256,0.147,160.062,331250,4,49.04391,17,0,3vqNm8qsjJXTrssMymSrd6,1S270GWW6p1OEN2Jfsu5r2,gabba,hardcore techno,0,0
1037,Passenger Seat,SHeDAISY,spotify:track:5nYMRWEHPEhbZ3GbfuBZAV,0.461,0.8320000000000001,9,-3.23,1,0.0402,0.023,3.2e-06,0.0262,0.733,156.20600000000002,205160,4,19.78677,12,1,5nYMRWEHPEhbZ3GbfuBZAV,2qFe0FyUMK8XXoyOsfYJr2,contemporary country,country,country dawn,country road
1038,Friendly Folk,Bernard Cribbins,spotify:track:4Q3Di21oOdH5ccVZ3lhl0k,0.6629999999999999,0.278,7,-16.500999999999998,1,0.95,0.598,1.31e-06,0.0875,0.38,94.07700000000001,1369773,4,37.847970000000004,56,0,4Q3Di21oOdH5ccVZ3lhl0k,6XAyJtffF6kyT6wybicn1d,british comedy,music hall,0,0
1039,Blau! - Doorly Dubstep Remix,Laidback Luke,spotify:track:3cle5sl9IOyGhmlvWSrw36,0.428,0.977,7,-3.238,1,0.0693,0.00861,0.9,0.39299999999999996,0.525,137.015,358548,4,101.01553,11,0,3cle5sl9IOyGhmlvWSrw36,53cQZtWDwDJwVCNZlfJ6Qk,big room,deep big room,disco house,dutch edm
1040,Cafo,Animals As Leaders,spotify:track:1ZfnGTUnha3QHj3KFmub0W,0.39899999999999997,0.94,4,-6.686,1,0.0915,1.7e-05,0.815,0.348,0.132,154.999,401120,3,117.61376000000001,12,0,1ZfnGTUnha3QHj3KFmub0W,65C6Unk7nhg2aCnVuAPMo8,djent,instrumental rock,jazz metal,progressive jazz fusion
1041,Speed Of Sound,Coldplay,spotify:track:7clUVcSOtkNWa58Gw5RfD4,0.523,0.898,11,-6.765,0,0.0567,0.00491,0.0345,0.0746,0.355,123.085,287907,4,66.49781,9,1,7clUVcSOtkNWa58Gw5RfD4,4gzpq5DPGxSnKTe4SA8HAU,permanent wave,pop,0,0
1042,Luv(sic.) pt3 (feat. Shing02),Nujabes,spotify:track:4xlpJ99yL9xYQtzG6c3hwk,0.866,0.691,5,-4.371,0,0.0478,0.727,0.503,0.0737,0.87,94.99700000000001,336867,4,34.40803,12,0,4xlpJ99yL9xYQtzG6c3hwk,3Rq3YOF9YG9YfCWD4D56RZ,chillhop,downtempo,japanese chillhop,jazz rap
1043,Hanging By A Moment,Lifehouse,spotify:track:0wqOReZDnrefefEsrIGeR4,0.541,0.8640000000000001,1,-4.915,1,0.0357,0.00118,0.0,0.0896,0.435,124.557,216067,4,23.7793,9,1,0wqOReZDnrefefEsrIGeR4,5PokPZn11xzZXyXSfnvIM3,alternative metal,neo mellow,pop rock,post-grunge
1044,When I'm Gone,3 Doors Down,spotify:track:3WbphvawbMZ8FyqDxYGdSQ,0.496,0.765,7,-5.66,1,0.033,0.00457,0.0,0.10400000000000001,0.337,74.072,260507,4,52.7036,8,1,3WbphvawbMZ8FyqDxYGdSQ,2RTUTCvo6onsAnheUk3aL9,alternative metal,nu metal,pop rock,post-grunge
1045,Feel the Thunder,Promo,spotify:track:5PdTv1LY5oEUMcJcd1nElh,0.385,0.934,6,-5.403,0,0.10099999999999999,0.06,0.0518,0.0559,0.38299999999999995,181.18900000000002,244773,4,24.78988,12,0,5PdTv1LY5oEUMcJcd1nElh,6CG5i0dfyqWIOrqFY60ooq,gabba,happy hardcore,hardcore techno,speedcore
1046,Tenhi - Folk Aesthetic Version,Tenhi,spotify:track:2PDViAAeAurSJyCD3BPiEv,0.37799999999999995,0.23199999999999998,8,-19.512999999999998,0,0.0289,0.917,0.914,0.0971,0.151,88.85,412107,4,31.59693,19,0,2PDViAAeAurSJyCD3BPiEv,7jd9BYVXgcRC0yfoC7NGWW,martial industrial,medieval folk,neoclassical,neofolk
1047,Miss Independent,Ne-Yo,spotify:track:34ceTg8ChN5HjrqiIYCn9Q,0.6729999999999999,0.6829999999999999,1,-5.693,1,0.115,0.522,0.0,0.235,0.713,171.86,232000,4,41.300990000000006,12,1,34ceTg8ChN5HjrqiIYCn9Q,21E3waRsmPlU7jZsS13rcj,dance pop,pop,pop rap,r&b
1048,Can't Stop,Red Hot Chili Peppers,spotify:track:3ZOEytgrvLwQaqXreDs2Jx,0.618,0.938,9,-3.4419999999999997,1,0.0456,0.0179,0.0,0.16699999999999998,0.875,91.455,269000,4,34.77404,13,1,3ZOEytgrvLwQaqXreDs2Jx,0L8ExT028jH3ddEcZwqJJ5,alternative rock,funk metal,funk rock,permanent wave
1049,Hogwarts' March,Patrick Doyle,spotify:track:38aLVNQCL1nWPLhQgVuj1V,0.782,0.17300000000000001,0,-18.543,1,0.0471,0.986,0.899,0.0753,0.861,123.68299999999999,163520,4,51.30038,8,0,38aLVNQCL1nWPLhQgVuj1V,1W42coQfIlt6btgqpfJWYQ,british soundtrack,scorecore,soundtrack,0
1050,Worried Man Blues,The Carter Family,spotify:track:0FC9IfRASk45ydctWFvMTV,0.7170000000000001,0.349,10,-11.722999999999999,1,0.0298,0.879,0.0,0.345,0.759,106.772,165493,4,18.86607,10,0,0FC9IfRASk45ydctWFvMTV,0FRIWJYklnmsll5M6h4gUL,appalachian folk,bluegrass,country gospel,folk
1051,In My Life,Juvenile Featuring Mannie Fresh,spotify:track:5WXtKPaUn0rgwtv4sGoCUt,0.759,0.67,1,-4.891,1,0.125,0.0132,6.64e-05,0.113,0.14400000000000002,177.942,344987,4,26.19221,17,1,5WXtKPaUn0rgwtv4sGoCUt,0rG0AZBscc8S8q1ahIsasI,bounce,crunk,dirty south rap,gangster rap
1052,Tight Shit,Fallen,spotify:track:1f7hukmSTTS3Sc4AWoQzLH,0.455,0.985,1,-4.599,0,0.105,0.0042,0.0932,0.344,0.196,103.56,273307,4,44.87745,10,0,1f7hukmSTTS3Sc4AWoQzLH,2NLpJ077o7AodPUEFbPDLb,doom metal,funeral doom,0,0
1053,Black Metal - Remix,Venom,spotify:track:73SDGOSjHtVFgQ0UUq6POG,0.266,0.894,1,-7.19,1,0.0725,0.000517,4.77e-05,0.6629999999999999,0.36700000000000005,78.985,237827,4,36.84422,10,0,73SDGOSjHtVFgQ0UUq6POG,5fwaejlOHVBAw1KhIPPaQe,black metal,black thrash,british black metal,crossover thrash
1054,Good Morning,Chamillionaire,spotify:track:2VkD1v3tYy51yHdalZzEgJ,0.701,0.8220000000000001,5,-4.181,1,0.0738,0.0541,0.0,0.157,0.392,88.025,212520,4,46.06367,10,1,2VkD1v3tYy51yHdalZzEgJ,6vdMPayKk8YJxxeNP5oMCb,dirty south rap,gangster rap,pop rap,rap
1055,Angels,XE-NONE,spotify:track:1sQ1MBuBPuI3uVE9MVMLSH,0.387,0.9670000000000001,0,-0.5589999999999999,1,0.0985,0.0017399999999999998,0.0,0.35,0.22699999999999998,82.52799999999999,247273,4,98.19053000000001,9,0,1sQ1MBuBPuI3uVE9MVMLSH,20WBZ6CFiwWwW3qHcJ95RC,cyber metal,russian alternative,0,0
1056,Narciso,La Maison,spotify:track:60Yu56isSHDakgeXm1XxAH,0.718,0.54,9,-5.858,0,0.0343,0.0051600000000000005,0.857,0.0939,0.7559999999999999,126.79299999999999,225560,4,76.28433000000001,9,0,60Yu56isSHDakgeXm1XxAH,76635xN6JCIlFqenpFLRAd,italian new wave,minimal wave,0,0
1057,Oye Mi Canto,"N.O.R.E. Featuring Daddy Yankee, Nina Sky, Gem Star & Big Mato",spotify:track:3J6vrRMz6EfwH2sgYiyNhc,0.677,0.946,6,-2.887,1,0.0553,0.185,3.56e-06,0.27399999999999997,0.948,96.01100000000001,240973,4,42.72675,12,1,3J6vrRMz6EfwH2sgYiyNhc,4GMgdB3vwbBOc42hbXEi9p,gangster rap,hardcore hip hop,hip hop,hip pop
1058,Rock Wit U (Awww Baby),Ashanti,spotify:track:6pWzCKTrKrwbUPzY8RLCoP,0.71,0.795,4,-3.005,0,0.0593,0.409,0.0,0.16,0.852,94.99700000000001,209120,4,19.9631,12,1,6pWzCKTrKrwbUPzY8RLCoP,5rkVyNGXEgeUqKkB5ccK83,dance pop,hip hop,hip pop,pop
1059,The Diary Of Jane,Breaking Benjamin,spotify:track:0faXHILILebCGnJBPU6KJJ,0.392,0.9640000000000001,10,-4.441,0,0.0644,7.13e-05,0.0387,0.106,0.26899999999999996,167.024,200547,4,29.155790000000003,11,1,0faXHILILebCGnJBPU6KJJ,5BtHciL0e0zOP7prIHn3pP,alternative metal,nu metal,post-grunge,0
1060,Desi Girl,Vishal-Shekhar,spotify:track:3Qpk2qHree1RTH5lZaKnEK,0.746,0.924,8,-6.057,1,0.0442,0.0169,0.00279,0.09699999999999999,0.807,136.05100000000002,306987,4,18.86724,14,0,3Qpk2qHree1RTH5lZaKnEK,6Mv8GjQa7LKUGCAqa9qqdb,desi pop,filmi,modern bollywood,sufi
1061,Fly Away - Hixxy Mix,Visa,spotify:track:1hf3VVHLrwbRdHXBDYgwZV,0.451,0.973,6,-5.346,1,0.0467,0.00132,0.253,0.161,0.092,169.94400000000002,279529,4,24.01195,16,0,1hf3VVHLrwbRdHXBDYgwZV,0NPzxa6Zh2dXlSiBX29rCE,bouncy house,happy hardcore,rock kapak,0
1062,I'm With You,Avril Lavigne,spotify:track:1jlG3KJ3gdYmhfuySFfpO1,0.457,0.406,9,-7.462000000000001,1,0.0291,0.08,0.0,0.11699999999999999,0.20800000000000002,151.95,223067,3,35.4642,11,1,1jlG3KJ3gdYmhfuySFfpO1,0p4nmQO2msCgU4IF37Wi3j,canadian pop,candy pop,dance pop,pop
1063,Gayane: Sabre Dance,Aram Khachaturian,spotify:track:4QqEg58eWe0OcaQfzs0ujk,0.44,0.52,7,-19.262,1,0.0474,0.9009999999999999,0.767,0.11599999999999999,0.5579999999999999,95.55799999999999,133880,4,25.40492,7,0,4QqEg58eWe0OcaQfzs0ujk,5WIoytpqi3VWoFSHnl49in,classical,early modern classical,russian modern classical,0
1064,The Rising Tide,Job For A Cowboy,spotify:track:2kw7TNKDLDDVFnSzTPtr7Y,0.287,0.9590000000000001,5,-4.654,0,0.16,6.87e-06,0.33399999999999996,0.204,0.22399999999999998,111.375,285093,4,72.49558,9,0,2kw7TNKDLDDVFnSzTPtr7Y,5L3QTPofDwMPGlNnQkyHK1,deathcore,melodic metalcore,0,0
1065,Me & U,Cassie,spotify:track:7k6IzwMGpxnRghE7YosnXT,0.8029999999999999,0.45399999999999996,8,-4.802,0,0.0294,0.35200000000000004,0.0,0.0655,0.7390000000000001,99.99,192213,4,20.98518,9,1,7k6IzwMGpxnRghE7YosnXT,27FGXRNruFoOdf1vP8dqcH,dance pop,deep pop r&b,hip pop,pop rap
1066,Get Up (4 Dancecore) - Rob Mayth vs. Pimp! Code RMX Edit,Raveboy,spotify:track:193w1KLzedoUwphsSrEKO0,0.633,0.9940000000000001,9,-5.483,0,0.0626,0.0616,0.813,0.337,0.35600000000000004,140.995,198319,4,28.58254,8,0,193w1KLzedoUwphsSrEKO0,1CgNBm0OFhshjhAnHCe2Fs,hands up,0,0,0
1067,Reinventing Your Exit,Underoath,spotify:track:591vJuuep0gfPhx9p8WPD5,0.45,0.978,9,-4.198,0,0.0637,0.000124,7.14e-06,0.361,0.268,155.014,262573,4,180.25775,7,0,591vJuuep0gfPhx9p8WPD5,3GzWhE2xadJiW8MqRKIVSK,christian metal,melodic metalcore,metalcore,post-hardcore
1068,The Sweet Escape,Gwen Stefani Featuring Akon,spotify:track:66ZcOcouenzZEnzTJvoFmH,0.7559999999999999,0.77,1,-3.502,1,0.0343,0.191,0.0,0.17800000000000002,0.73,119.961,246467,4,29.65152,14,1,66ZcOcouenzZEnzTJvoFmH,4yiQZ8tQPux8cPriYMWUFP,dance pop,hip pop,pop,post-teen pop
1069,Sweetsmoke,Mr. Scruff,spotify:track:2IzIQZcZYvQNIhWq4pCuH6,0.799,0.7290000000000001,0,-5.445,1,0.0394,0.0015400000000000001,0.895,0.252,0.655,126.624,245507,4,31.36433,10,0,2IzIQZcZYvQNIhWq4pCuH6,2B0PgHZi2zaDqjKe86Gaip,big beat,downtempo,electronica,jazztronica
1070,7 -Seven-,FLOW,spotify:track:3fdsSLDHEPqWZB6szuzVLA,0.41100000000000003,0.927,2,-3.233,1,0.0656,0.00010800000000000001,2.26e-06,0.322,0.775,170.02700000000002,260200,4,22.95645,14,0,3fdsSLDHEPqWZB6szuzVLA,3w2HqkKa6upwuXEULtGvnY,anime score,j-poprock,otacore,0
1071,Butterfly,Crazy Town,spotify:track:4BggEwLhGfrbrl7JBhC8EC,0.736,0.8109999999999999,9,-4.17,0,0.081,0.00132,0.00014199999999999998,0.107,0.609,103.50200000000001,216733,4,19.84339,10,1,4BggEwLhGfrbrl7JBhC8EC,4iSKnRZAxkmqNok6tv10Se,alternative metal,funk metal,nu metal,post-grunge
1072,Shadows,Midnight Juggernauts,spotify:track:70FnspvBkV1dpGdwrg0ceG,0.6809999999999999,0.8109999999999999,1,-3.8360000000000003,1,0.0537,0.00281,0.6779999999999999,0.157,0.78,126.99600000000001,258160,4,37.3423,9,0,70FnspvBkV1dpGdwrg0ceG,2tGIh9kwbXuko0z3BTldBx,alternative dance,dance-punk,electrofox,electronica
1073,(Got My) Rock Pants On,Turing Machine,spotify:track:7EfntqmMYHflYtGWM7d6gU,0.248,0.8140000000000001,2,-6.542000000000001,1,0.035,0.000244,0.7879999999999999,0.114,0.28800000000000003,160.084,582333,4,20.07314,17,0,7EfntqmMYHflYtGWM7d6gU,41fRnoxgizSZJuLNADuaTB,instrumental math rock,math rock,0,0
1074,It's America,Rodney Atkins,spotify:track:6QbcLktLNe7eYqh8TjZeCd,0.595,0.715,4,-13.863,1,0.0384,0.0374,0.0,0.374,0.722,134.498,213787,4,44.1193,7,1,6QbcLktLNe7eYqh8TjZeCd,2qgvmDsc4jrqbAbjq1HGM2,contemporary country,country,country road,modern country rock
1075,Slither,Velvet Revolver,spotify:track:7kF1iPJTj3VFJX9XokQ80F,0.478,0.9740000000000001,7,-3.866,1,0.102,0.000266,0.0984,0.0738,0.268,141.077,248307,4,26.245079999999998,13,1,7kF1iPJTj3VFJX9XokQ80F,7CHilrn81OdYjkh4uSVnYM,alternative metal,alternative rock,hard rock,nu metal
1076,Sissy's Song,Alan Jackson,spotify:track:68qJGt0E1gB4MaQOZcGGK5,0.721,0.253,5,-12.582,1,0.0277,0.912,1.27e-05,0.105,0.43,92.089,182973,4,38.38411,8,1,68qJGt0E1gB4MaQOZcGGK5,4mxWe1mtYIYfP040G38yvS,contemporary country,country,country road,0
1077,Sugar (Gimme Some),"Trick Daddy Featuring Ludacris, Lil' Kim & Cee-Lo",spotify:track:7x6SuiiH3fcrsAgfkp2OwQ,0.8220000000000001,0.6729999999999999,4,-6.141,0,0.228,0.14400000000000002,0.0,0.32299999999999995,0.85,120.02,245107,4,64.64299,8,1,7x6SuiiH3fcrsAgfkp2OwQ,12FHARd9fY0Tu0ila4Ua25,crunk,dirty south rap,gangster rap,hip hop
1078,The Long Goodbye,Brooks & Dunn,spotify:track:550bzTUwGQIhotK33gVvEg,0.498,0.619,8,-5.939,1,0.0297,0.263,1.42e-05,0.10800000000000001,0.569,145.384,229599,4,28.337120000000002,11,1,550bzTUwGQIhotK33gVvEg,0XKOBt59crntr7HQXXO8Yz,contemporary country,country,country road,0
1079,Pump It Up,Joe Budden,spotify:track:7tDbbfzB1d52lWP8rq8zRZ,0.483,0.847,6,-5.042,1,0.349,0.0373,0.0,0.11800000000000001,0.67,104.919,251373,4,52.65093,11,1,7tDbbfzB1d52lWP8rq8zRZ,1SAugjIcuwNPKS4urSB7A6,battle rap,hip hop,new jersey rap,pop rap
1080,Pobre de Ti,Tijuana No!,spotify:track:17ASXCVH7zxBHC8P1dThon,0.369,0.8290000000000001,4,-8.503,0,0.172,0.0238,7.82e-05,0.0875,0.33,186.99,282120,4,56.74364,11,0,17ASXCVH7zxBHC8P1dThon,2mkMNs2mphrkggZ7me38j1,latin alternative,mexican rock,rock en espanol,rock urbano mexicano
1081,Suds In The Bucket,Sara Evans,spotify:track:6NhpIdjYoufuNNlBsgOztc,0.511,0.903,10,-3.1630000000000003,1,0.0397,0.052000000000000005,0.000529,0.304,0.898,161.99200000000002,227267,4,30.108459999999997,10,1,6NhpIdjYoufuNNlBsgOztc,7qvsLYsYP0MHD7jkdv6DAG,contemporary country,country,country dawn,country gospel
1082,Minnalazhake,Vineeth Sreenivasan,spotify:track:5opZqcnYb3FiFCTGQIvjGU,0.7659999999999999,0.518,9,-8.087,1,0.138,0.486,2.16e-06,0.319,0.597,90.009,335347,4,26.69687,13,0,5opZqcnYb3FiFCTGQIvjGU,2uocTdMBXjTsS7QmAj7src,filmi,mollywood,0,0
1083,Laffy Taffy,D4L,spotify:track:2ajhenDRiiAnCHHjsIOHhJ,0.8909999999999999,0.439,7,-7.994,0,0.428,0.0351,0.0,0.0932,0.622,77.499,224253,4,27.48818,12,1,2ajhenDRiiAnCHHjsIOHhJ,4AllEJE7mVkhhyUV6DjqPz,atl hip hop,crunk,dirty south rap,gangster rap
1084,Search And Destory,The Stooges,spotify:track:7bebHZwpRnV1r2CDsuApgD,0.239,0.948,1,-3.489,0,0.10099999999999999,0.00511,0.00112,0.0982,0.214,153.14600000000002,209333,4,19.16934,11,0,7bebHZwpRnV1r2CDsuApgD,4BFMTELQyWJU1SwqcXMBm3,alternative rock,blues rock,classic rock,dance rock
1085,Like Hypa Said,Scooter,spotify:track:6Sj51W8YQjppHL34muGR58,0.45899999999999996,0.98,4,-6.315,0,0.0491,0.004070000000000001,0.0536,0.11599999999999999,0.47,141.977,382840,4,17.52386,14,0,6Sj51W8YQjppHL34muGR58,0HlxL5hisLf59ETEPM3cUA,eurodance,europop,german techno,hamburg electronic
1086,I Can Only Imagine,MercyMe,spotify:track:0lVYRIVjK77Z6uG2GgM8Kl,0.40700000000000003,0.612,4,-5.359,1,0.0496,0.0909,0.0,0.0914,0.133,159.52700000000002,248253,4,51.150420000000004,7,1,0lVYRIVjK77Z6uG2GgM8Kl,6APm8EjxOHSYM5B4i3vT3q,ccm,christian alternative rock,christian indie,christian music
