,track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,track id,artist id,genres_1,genres_2,genres_3,genres_4
762,Cool Waves,Spiritualized,spotify:track:2x6fjgPBbXcwWUvv38QjUN,0.264,0.373,9,-9.735,1,0.0298,0.40399999999999997,0.141,0.0997,0.0383,140.275,306027,3,37.66348,10,0,2x6fjgPBbXcwWUvv38QjUN,6DKmuXxXASTF6xaJwcTfjv,alternative rock,art pop,art rock,britpop
763,On the Rhodes Again,Morcheeba,spotify:track:4QYa5naZ0xJpPqzmApbVh4,0.396,0.7659999999999999,7,-8.895,1,0.133,0.302,0.9259999999999999,0.244,0.127,75.051,431267,4,88.9491,11,0,4QYa5naZ0xJpPqzmApbVh4,6bWxFw65IEJzBYjx3SxUXd,big beat,bmore,downtempo,electronica
764,Smells Like Nirvana,"""Weird Al"" Yankovic",spotify:track:5Q1qSEtljHQzUygQTt0Ykw,0.591,0.7859999999999999,6,-7.664,1,0.0749,0.162,0.0017800000000000001,0.28,0.7290000000000001,120.762,224533,4,16.54714,10,1,5Q1qSEtljHQzUygQTt0Ykw,1bDWGdIC2hardyt55nlQgG,antiviral pop,comedy rock,comic,parody
765,Barracudas (General Assembly),Wayne Shorter,spotify:track:4f1PnJJDsLa1AHmvuBtZtW,0.33799999999999997,0.519,2,-14.728,1,0.0418,0.5710000000000001,4.03e-05,0.0925,0.386,66.043,667933,4,36.58139,30,0,4f1PnJJDsLa1AHmvuBtZtW,0ZqhrTXYPA9DZR527ZnFdO,avant-garde jazz,bebop,contemporary jazz,contemporary post-bop
766,Livin' La Vida Loca,Ricky Martin,spotify:track:0Ph6L4l8dYUuXFmb71Ajnd,0.425,0.9540000000000001,1,-3.7560000000000002,0,0.0476,0.00411,0.0,0.0555,0.9329999999999999,178.043,243160,4,45.32625,7,1,0Ph6L4l8dYUuXFmb71Ajnd,7slfeZO9LsJbWgpkIoXBUJ,dance pop,latin,latin pop,mexican pop
767,(I Could Only) Whisper Your Name,"Harry Connick, Jr.",spotify:track:68EKUNtzGVapUS30PJDVKs,0.682,0.5720000000000001,5,-7.067,0,0.045,0.191,0.204,0.0504,0.8440000000000001,89.083,290333,4,31.292109999999997,12,1,68EKUNtzGVapUS30PJDVKs,6u17YlWtW4oqFF5Hn9UU79,adult standards,contemporary vocal jazz,lounge,vocal jazz
768,A Little Love,Corey Hart,spotify:track:7rYipZC5OPXEdhK69Lc8JJ,0.644,0.856,0,-10.663,1,0.0526,0.0766,0.0,0.0813,0.542,121.055,252667,4,38.41666,10,1,7rYipZC5OPXEdhK69Lc8JJ,0smy8yDrRoI4CnhpOuthg0,album rock,dance rock,mellow gold,new romantic
769,Groovy Train,The Farm,spotify:track:1ysmnwsl0Z1xwokMMx0LLL,0.6629999999999999,0.6629999999999999,7,-16.942999999999998,1,0.0351,0.00286,1.7800000000000002e-05,0.0233,0.782,115.85799999999999,244467,4,18.89316,10,1,1ysmnwsl0Z1xwokMMx0LLL,3lN1TG4RIoaJCff6Ck9KUR,britpop,madchester,0,0
770,Communist Daughter,Neutral Milk Hotel,spotify:track:72iYfBDEF6dNVeekA8ppyB,0.192,0.377,7,-9.157,1,0.0352,0.285,0.813,0.17300000000000001,0.0976,84.772,117307,4,32.368,5,0,72iYfBDEF6dNVeekA8ppyB,2ooIqOf4X2uz4mMptXCtie,alternative rock,anti-folk,athens indie,chamber pop
771,There Goes My Baby,Trisha Yearwood,spotify:track:4ke1a35DUJFvPeqINRunaJ,0.67,0.626,0,-5.579,1,0.0236,0.479,0.0,0.11199999999999999,0.593,108.84,233000,4,46.181470000000004,10,1,4ke1a35DUJFvPeqINRunaJ,3XlIhgydjvC4EniPFZT20j,contemporary country,country,country dawn,country road
772,Pink,Aerosmith,spotify:track:74uGhWp4BYpjFj1V2DzgoO,0.431,0.7509999999999999,0,-5.124,1,0.0423,0.0134,4.45e-06,0.126,0.777,171.84799999999998,235360,4,69.74034,10,1,74uGhWp4BYpjFj1V2DzgoO,7Ey4PD4MYsKc5I2dolUwbH,album rock,classic rock,hard rock,rock
773,Ecstacy - Sindh Mast Qallandar,Rakesh Chaurasia,spotify:track:79tn5JO88mzIhDFBa5k7Ch,0.39299999999999996,0.825,9,-4.958,1,0.0467,0.17300000000000001,0.0133,0.135,0.245,83.61,456520,4,22.95901,13,0,79tn5JO88mzIhDFBa5k7Ch,10LLaI6A4jACT6M5ddEEFg,bansuri,hindustani classical,hindustani instrumental,indian classical
774,Indian Outlaw,Tim McGraw,spotify:track:1fYypIR0kaFzaSRbzvtjl9,0.664,0.7390000000000001,9,-7.229,1,0.0415,0.0364,4.99e-05,0.282,0.759,110.101,182120,4,68.2224,8,1,1fYypIR0kaFzaSRbzvtjl9,6roFdX1y5BYSbp60OTJWMd,contemporary country,country,country road,0
775,New Shiny Shoes,Sandra McCracken,spotify:track:0IhBJgpOvZWVbNoyN1T1A9,0.687,0.532,10,-10.818,1,0.0272,0.10800000000000001,0.0,0.146,0.701,114.01100000000001,230853,4,35.66211,11,0,0IhBJgpOvZWVbNoyN1T1A9,435UmkDo0uchwmDeHdKWGN,acoustic pop,anthem worship,christian indie,christian uplift
776,Insensatez - Instrumental,Antônio Carlos Jobim,spotify:track:43loTpW3s094oRsIdJkoGM,0.565,0.192,4,-19.539,0,0.0304,0.5660000000000001,0.594,0.0956,0.396,114.79899999999999,177400,4,33.95748,11,0,43loTpW3s094oRsIdJkoGM,3pO5VjZ4wOHCMBXOvbMISG,adult standards,bossa nova,brazilian jazz,latin classical
777,That's What Love Can Do,Boy Krazy,spotify:track:4VOQLjmETAE5NLcFMwvUXC,0.7829999999999999,0.773,5,-7.541,0,0.0493,0.0103,0.000162,0.0349,0.7440000000000001,117.471,202000,4,38.73341,9,1,4VOQLjmETAE5NLcFMwvUXC,58159d1MKZgkeXFPlB7nWz,0,0,0,0
778,More Mess on My Thing,The Poets Of Rhythm,spotify:track:3HgPOHHJWnMfv1Zw27Jh2V,0.542,0.8690000000000001,0,-6.18,1,0.0954,0.225,0.8909999999999999,0.0453,0.9620000000000001,190.50900000000001,252000,4,41.01328,12,0,3HgPOHHJWnMfv1Zw27Jh2V,1i4iT0Sw4OUeMp7egnsbxR,afrobeat,bboy,funk,0
779,Cabin On The Hill,Lester Flatt,spotify:track:4bE74H48cdweWrLXX5DGpG,0.728,0.3,8,-12.440999999999999,1,0.0333,0.8290000000000001,0.0,0.0931,0.722,119.14399999999999,150000,4,21.10495,8,0,4bE74H48cdweWrLXX5DGpG,4UEb5ZsSyDWMAiBuOeKA6W,appalachian folk,bluegrass,bluegrass gospel,instrumental bluegrass
780,...Baby One More Time,Britney Spears,spotify:track:3MjUtNVVq3C8Fn0MP3zhXa,0.759,0.6990000000000001,0,-5.745,0,0.0307,0.20199999999999999,0.000131,0.44299999999999995,0.907,92.96,211067,4,31.62785,9,1,3MjUtNVVq3C8Fn0MP3zhXa,26dSoYclwsYLMAKD3tpOr4,dance pop,pop,pop rap,post-teen pop
781,Closer To Me,The Outfield,spotify:track:7aoVXo6QZxoDM4fyXJpCDz,0.675,0.61,9,-12.398,1,0.0355,0.152,0.00135,0.124,0.821,120.979,197333,4,32.63712,9,1,7aoVXo6QZxoDM4fyXJpCDz,1zxDewzd2j1ZdSBGaYcr0y,album rock,mellow gold,new romantic,new wave pop
782,Be My Baby Tonight,John Michael Montgomery,spotify:track:2P9Cn8LEt0mK0WD6iCYokP,0.634,0.774,9,-7.651,1,0.0384,0.226,2.1600000000000003e-05,0.397,0.927,156.828,170533,4,37.1246,6,1,2P9Cn8LEt0mK0WD6iCYokP,7mPcfx7PhnBh6n4HMCd61A,contemporary country,country,country road,0
783,Alma Gêmea,Fábio Jr.,spotify:track:7LZ4votCOvxFLTUz65AjCB,0.456,0.348,11,-14.130999999999998,1,0.0314,0.664,0.0,0.2,0.222,97.837,289667,3,14.776679999999999,8,0,7LZ4votCOvxFLTUz65AjCB,60iOwdF3A0p4pAwgUXMaWU,axe,brega,mpb,pagode
784,Twisted,Keith Sweat,spotify:track:69QIVIjPMnI1ABLBqh9P1b,0.615,0.514,11,-9.759,1,0.0466,0.39299999999999996,0.0,0.248,0.8220000000000001,175.84900000000002,260667,4,47.70674,11,1,69QIVIjPMnI1ABLBqh9P1b,2r09Inibex3C4ZNTUVSG3m,dance pop,funk,hip pop,new jack swing
785,Moonlight On Water,Laura Branigan,spotify:track:21J5SyEJkfFG3dvuNXra2n,0.711,0.937,6,-3.235,1,0.0536,0.23600000000000002,0.0481,0.51,0.9309999999999999,126.06700000000001,279346,4,33.295809999999996,12,1,21J5SyEJkfFG3dvuNXra2n,4463nfFMmK1cwAWBQDwT5e,dance rock,europop,new romantic,new wave pop
786,Higher,Creed,spotify:track:1ZozJfi8u9cO2Ob8KwiwNT,0.45899999999999996,0.83,2,-6.254,1,0.0364,5.15e-05,0.00014,0.20600000000000002,0.431,155.826,316733,4,28.21589,14,1,1ZozJfi8u9cO2Ob8KwiwNT,43sZBwHjahUvgbx1WNIkIz,alternative metal,nu metal,pop rock,post-grunge
787,You'll Be In My Heart,Phil Collins,spotify:track:6kvnSiMBa65Nz29g2TYmyW,0.569,0.7440000000000001,8,-6.48,1,0.0298,0.0559,3.19e-06,0.0915,0.655,96.596,258400,4,31.93791,13,1,6kvnSiMBa65Nz29g2TYmyW,4lxfqrEsLX6N1N4OCSkILp,mellow gold,rock drums,soft rock,0
788,"Nocturne No. 2 in E-Flat Major, Op. 9 No. 2",Frédéric Chopin,spotify:track:2TB6PQkgnw9rrFRK4VOOrC,0.41100000000000003,0.0487,10,-25.68,1,0.0383,0.985,0.9179999999999999,0.0944,0.10099999999999999,128.856,248933,1,30.7052,16,0,2TB6PQkgnw9rrFRK4VOOrC,7y97mc3bZRFXzT2szRM4L4,classical,early romantic era,polish classical,0
789,Dreams,The Cranberries,spotify:track:4JGKZS7h4Qa16gOU3oNETV,0.551,0.643,4,-13.091,1,0.0353,0.00313,0.00385,0.42100000000000004,0.514,128.661,271560,4,33.38657,15,1,4JGKZS7h4Qa16gOU3oNETV,7t0rwkOPGlDPEhaOcVtOt9,irish rock,pop rock,0,0
790,The Only Thing That Looks Good On Me Is You,Bryan Adams,spotify:track:6XK9BhcB5ZL6rErFZYtuln,0.6409999999999999,0.929,7,-5.466,1,0.0355,0.0138,0.0,0.33,0.9109999999999999,118.9,215427,4,69.81217,8,1,6XK9BhcB5ZL6rErFZYtuln,3Z02hBLubJxuFJfhacLSDc,album rock,canadian pop,canadian singer-songwriter,classic canadian rock
791,"Romance No. 2 In F Major, Op. 50 : Romance No. 2 In F Major, Op. 50",Takako Nishizaki,spotify:track:2bVFtinPWr6qKEapuQeSo6,0.14800000000000002,0.0512,5,-23.233,1,0.0463,0.9640000000000001,0.292,0.303,0.0706,185.74900000000002,593467,4,47.02557,27,0,2bVFtinPWr6qKEapuQeSo6,2vIpN8nPvtMZUWyGicF2oj,japanese classical performance,violin,0,0
792,Church Street Sobbin' Blues,Eddie Lang,spotify:track:0WnIzeXMjluZYPWC3d6ox9,0.606,0.149,5,-15.582,1,0.0809,0.948,0.836,0.10300000000000001,0.527,128.121,182867,4,36.74188,9,0,0WnIzeXMjluZYPWC3d6ox9,0vjo776QYu8Kp1iFaIQVtF,jazz guitar,vintage jazz,0,0
793,Everything Changes,Pokémon,spotify:track:6tBCoAInhv2sbKgYXuWLJ5,0.7040000000000001,0.731,11,-8.294,0,0.0384,0.0401,0.000143,0.0805,0.5539999999999999,110.023,280867,4,27.369690000000002,13,0,6tBCoAInhv2sbKgYXuWLJ5,6goK4KMSdP4A8lw8jk4ADk,cartoon,0,0,0
794,While My Guitar Gently Weeps,Russ Freeman & The Rippingtons,spotify:track:438EAa6MpBeDZSWwzZxtqS,0.68,0.721,6,-7.09,1,0.0336,0.00512,0.0693,0.0396,0.758,121.194,286467,4,60.51365,10,0,438EAa6MpBeDZSWwzZxtqS,0rjdKZr56p4JOXj61KLP2V,smooth jazz,0,0,0
795,Strength Through Wounding,AFI,spotify:track:6I3ICkKo3D5oOPitKYZS65,0.32299999999999995,0.922,11,-7.731,0,0.0488,0.00037200000000000004,0.00218,0.527,0.49200000000000005,139.819,93427,4,40.465959999999995,5,0,6I3ICkKo3D5oOPitKYZS65,19I4tYiChJoxEO5EuviXpz,alternative metal,emo,modern rock,pop punk
796,Broken Heart,Spiritualized,spotify:track:2EW4Wu7bZhEyHd8LzJR1DU,0.132,0.302,8,-12.36,0,0.0397,0.583,0.639,0.188,0.0368,144.69,398307,4,31.569840000000003,26,0,2EW4Wu7bZhEyHd8LzJR1DU,6DKmuXxXASTF6xaJwcTfjv,alternative rock,art pop,art rock,britpop
797,"Sonata No 3 (1939): I. Lento, rubato",Giacinto Scelsi,spotify:track:4Omhgq0aaIMm0DPtiXakgH,0.21899999999999997,0.0568,9,-21.671999999999997,1,0.0423,0.975,0.833,0.0792,0.0339,66.817,505009,3,31.129559999999998,24,0,4Omhgq0aaIMm0DPtiXakgH,1jn3OKI59KA2OJEwkUfaI6,avant-garde,contemporary classical,italian contemporary classical,microtonal
798,Alamode,Art Blakey & The Jazz Messengers,spotify:track:3Wglt4wIgeXIBp8nDTh7mQ,0.45899999999999996,0.428,1,-13.654000000000002,1,0.038,0.7140000000000001,0.0155,0.27899999999999997,0.8009999999999999,132.19899999999998,410867,4,17.18954,17,0,3Wglt4wIgeXIBp8nDTh7mQ,6ykfXAed2KOLOMI3R0TZdz,bebop,contemporary post-bop,cool jazz,free jazz
799,Please Don't Go,K.W.S.,spotify:track:41DTJjf2ZT7dTuZOKBNKbb,0.725,0.9540000000000001,8,-7.234,1,0.0375,0.0437,0.0857,0.132,0.594,120.24799999999999,373600,4,33.302009999999996,14,1,41DTJjf2ZT7dTuZOKBNKbb,188XxH8QLu4w8GW7cxSJe9,0,0,0,0
800,Still D.R.E.,Dr. Dre Featuring Snoop Dogg,spotify:track:503OTo2dSqe7qk76rgsbep,0.816,0.775,11,-3.323,1,0.23399999999999999,0.16,0.00031,0.0543,0.527,93.431,270587,4,28.257409999999997,11,1,503OTo2dSqe7qk76rgsbep,6DPYiyq5kWVQS4RGwxzPC7,g funk,gangster rap,hip hop,rap
801,Pretty Fly (For A White Guy),The Offspring,spotify:track:3SFXsFpeGmBTtQvKiwYMDA,0.723,0.895,11,-3.707,0,0.102,0.08800000000000001,0.0,0.0717,0.963,143.373,188667,4,16.83781,11,1,3SFXsFpeGmBTtQvKiwYMDA,5LfGQac0EIXyAN8aUwmNAQ,alternative metal,permanent wave,post-grunge,punk
802,Katmandu,Béla Fleck,spotify:track:7DlaaNwxmS99iypST4bTS0,0.39,0.42,2,-14.152999999999999,0,0.0363,0.955,0.9420000000000001,0.127,0.622,175.88099999999997,263800,4,22.3087,13,0,7DlaaNwxmS99iypST4bTS0,2ka8z2lwkcp13fG8Wyv3xU,banjo,bluegrass,instrumental bluegrass,jam band
803,Doin It,LL Cool J,spotify:track:4WMBl2wiGUSGa5C7tfQEAo,0.8009999999999999,0.55,10,-11.044,0,0.209,0.365,0.0234,0.11699999999999999,0.609,94.993,293933,4,53.7761,13,1,4WMBl2wiGUSGa5C7tfQEAo,1P8IfcNKwrkQP5xJWuhaOC,east coast hip hop,hardcore hip hop,hip hop,hip pop
804,Your Body's Callin',R. Kelly,spotify:track:4iXZFxEUzTTLMLE5jCyKEb,0.6579999999999999,0.55,9,-6.705,1,0.0302,0.457,0.000728,0.114,0.727,168.28900000000002,277493,4,45.39778,12,1,4iXZFxEUzTTLMLE5jCyKEb,2mxe0TnaNL039ysAj51xPQ,0,0,0,0
805,Because The Night,"10,000 Maniacs",spotify:track:5VzvK7YiwWbRePA2JOzhYq,0.408,0.79,11,-8.138,0,0.10300000000000001,0.26,0.00027,0.765,0.34700000000000003,122.624,223373,4,25.140970000000003,8,1,5VzvK7YiwWbRePA2JOzhYq,0MBIKH9DjtBkv8O3nS6szj,folk,lilith,new wave pop,pop rock
806,I Wonder Where You Are Tonight,Tony Rice,spotify:track:0zJqD6t9MJUYDBLINU24w8,0.581,0.547,4,-12.1,1,0.0378,0.71,0.0168,0.35200000000000004,0.888,118.675,193667,4,16.10952,12,0,0zJqD6t9MJUYDBLINU24w8,6N9hyojoLChEhlsS8vYnyr,bluegrass,instrumental bluegrass,old-time,progressive bluegrass
807,Come Baby Come,K7,spotify:track:0Y6z0WSMQpTpj4kQArPnmK,0.8320000000000001,0.726,11,-7.739,0,0.191,0.0283,0.0,0.0468,0.5479999999999999,106.118,239733,4,19.46116,10,1,0Y6z0WSMQpTpj4kQArPnmK,23H1ellgs9wxOBx2V0fkao,freestyle,hip house,0,0
808,Nervos de Aço,Joanna,spotify:track:0NbC9rdpSQ6ByxaHWWjs76,0.711,0.395,11,-11.124,0,0.0537,0.613,0.0,0.319,0.41700000000000004,118.086,217373,4,30.583809999999996,14,0,0NbC9rdpSQ6ByxaHWWjs76,3TbM7sfQ1oDiZVGScaKr02,brega,0,0,0
809,Yolanda,Reality,spotify:track:6auKJC7E0UN96e3kQuEaT1,0.763,0.6779999999999999,8,-9.25,0,0.0577,0.00049,2.26e-06,0.013000000000000001,0.943,123.927,307049,4,30.25096,13,1,6auKJC7E0UN96e3kQuEaT1,5g1vVHJ6fb6VnsTOJKjvez,0,0,0,0
810,To The Moon And Back,Savage Garden,spotify:track:6FRtjadDsEhZIQIlh1loEM,0.584,0.76,0,-7.369,0,0.0359,0.0205,7.25e-06,0.1,0.325,104.101,341067,4,24.32685,10,1,6FRtjadDsEhZIQIlh1loEM,3NRFinRTEqUCfaTTZmk8ek,boy band,dance pop,europop,pop rock
811,There'll Be Some Changes Made,Eddie Lang,spotify:track:7wsq3vkpk6IPjUf9a3yUWI,0.593,0.0986,10,-15.833,0,0.0732,0.925,0.843,0.107,0.47,125.146,191267,5,38.92787,9,0,7wsq3vkpk6IPjUf9a3yUWI,0vjo776QYu8Kp1iFaIQVtF,jazz guitar,vintage jazz,0,0
812,I'll Never Break Your Heart,Backstreet Boys,spotify:track:4lq4yY0y3XqDQZsx03ITaH,0.519,0.589,7,-6.005,0,0.028999999999999998,0.0885,0.0,0.153,0.341,161.99200000000002,287507,3,35.05052,8,1,4lq4yY0y3XqDQZsx03ITaH,5rSXSAkZ67PYJSvpUpkOr7,boy band,dance pop,europop,pop
813,Hold On,Jamie Walters,spotify:track:2kQLJexCx8wPTAqK0x0ijO,0.5710000000000001,0.5529999999999999,0,-8.584,1,0.0279,0.0319,0.0,0.109,0.209,126.215,264560,4,32.72038,14,1,2kQLJexCx8wPTAqK0x0ijO,4JRaryUoRSFiZt04ReUD8N,0,0,0,0
814,"It's Alright, It's Ok",Leah Andreone,spotify:track:3VmMPFCqLlbELgN5hne7nu,0.7340000000000001,0.67,0,-5.837999999999999,0,0.0321,0.0113,1.25e-06,0.22399999999999998,0.6559999999999999,110.022,265133,4,21.145020000000002,13,1,3VmMPFCqLlbELgN5hne7nu,2ov2f5yawnEga8dJH2c5Xl,lilith,0,0,0
815,Evil Shower,Mattias IA Eklundh,spotify:track:16yXBl3KfEglejxqIEpOAr,0.28300000000000003,0.8140000000000001,9,-8.357999999999999,1,0.0337,0.00562,0.7759999999999999,0.0836,0.528,109.625,188293,4,126.03181000000001,5,0,16yXBl3KfEglejxqIEpOAr,22upwnTo7nckdSAMI8CrZa,avant-garde metal,instrumental rock,neo classical metal,shred
816,Man On The Moon,R.E.M.,spotify:track:4jLv3tDBu8ww2R07DvL12s,0.667,0.6990000000000001,7,-7.574,1,0.026000000000000002,0.42,0.000442,0.201,0.655,118.56700000000001,314173,4,65.08031,12,1,4jLv3tDBu8ww2R07DvL12s,4KWTAlx2RvbpseOGMEmROg,alternative rock,permanent wave,pop rock,rock
817,Me and the Devil Blues - Take 2,Robert Johnson,spotify:track:3Xyt0mXMTXczxtG0yeGksM,0.7070000000000001,0.145,10,-14.56,1,0.114,0.948,0.000185,0.184,0.384,82.844,150960,4,65.8351,6,0,3Xyt0mXMTXczxtG0yeGksM,0f8MDDzIc6M4uH1xH0o0gy,acoustic blues,blues,blues rock,delta blues
818,Light In Your Eyes,Blessid Union Of Souls,spotify:track:1yckLYhD232gkDZG86QhAn,0.47100000000000003,0.45399999999999996,11,-9.118,1,0.0309,0.546,0.0,0.114,0.36,170.995,256200,3,27.602809999999998,14,1,1yckLYhD232gkDZG86QhAn,4W4gYpQ2AQq7US2HZS13Qw,cowpunk,neo mellow,pop rock,post-grunge
819,Here's That Rainy Day,Gene Ammons,spotify:track:1m0dIj1PvGldkiwJUYzc1l,0.391,0.105,5,-14.607000000000001,1,0.035,0.9129999999999999,0.19399999999999998,0.113,0.162,95.833,367693,4,50.98469,18,0,1m0dIj1PvGldkiwJUYzc1l,338mC0yGyX0C9of8QMJ5hK,bebop,big band,contemporary post-bop,cool jazz
820,She's Always Right,Clay Walker,spotify:track:6TZIPLYJLGXKw7Q4JJ3ujF,0.47,0.53,8,-10.006,1,0.0317,0.354,0.0,0.19,0.444,142.741,201867,4,39.05795,8,1,6TZIPLYJLGXKw7Q4JJ3ujF,4MPkNgar5uTd8Sqvrr7par,contemporary country,country,country road,modern country rock
821,Far Behind,Candlebox,spotify:track:3mhOmh4tRKsMfnRmgZfeBm,0.552,0.645,7,-6.595,1,0.0268,0.00187,1.38e-06,0.0424,0.588,89.51799999999999,299733,4,97.57176,7,1,3mhOmh4tRKsMfnRmgZfeBm,3R6c2tWDBeYB1GncjLMn9n,alternative metal,alternative rock,grunge,pop rock
822,Where Does That Leave Love,George LaMond,spotify:track:0uCblGxozywHsi40jeutqr,0.619,0.978,4,-4.378,1,0.0844,0.00495,0.00549,0.0902,0.45299999999999996,119.029,244958,4,33.520790000000005,8,1,0uCblGxozywHsi40jeutqr,0L1e8CdX4rdh54b8mIxMqB,freestyle,0,0,0
823,Hip Hop Ride,Da Youngsta's,spotify:track:2MYP61a4O2CcM9tEYwM0gf,0.7879999999999999,0.589,1,-8.996,1,0.0909,0.00021,0.00124,0.0665,0.486,96.969,259933,4,47.88808,10,1,2MYP61a4O2CcM9tEYwM0gf,2Y7amh9m52OEj67M3gNDCX,philly rap,0,0,0
824,Total Eclipse Of The Heart,Nicki French,spotify:track:2hPOOLM9Oefyy43eAXR4Hf,0.575,0.912,0,-7.039,1,0.0285,0.00463,6.01e-05,0.35200000000000004,0.591,135.988,232347,4,28.572029999999998,10,1,2hPOOLM9Oefyy43eAXR4Hf,1RfiRshRC2YlSG4Y1zNkAE,eurodance,hip house,0,0
825,Kasalèfkut Hulu (From All the Time I Have Passed),Mulatu Astatke,spotify:track:0AXK0hFEATVwmAqcTQ11FX,0.583,0.365,6,-10.955,1,0.0411,0.977,0.8859999999999999,0.105,0.444,120.929,165640,4,50.78255,7,0,0AXK0hFEATVwmAqcTQ11FX,7HGFXtBhRq3g1Ma3nH4Rgv,afrobeat,afropop,ethio-jazz,funk
826,Happy Christmas ( War Is Over ),Roch Voisine,spotify:track:5ThCKAfvYZr6ARnPrbEdJs,0.502,0.446,11,-8.703,1,0.0348,0.331,3.28e-06,0.203,0.305,152.205,294400,3,87.30082,13,0,5ThCKAfvYZr6ARnPrbEdJs,77xlFule9mFzOWT9Uk80xY,chanson,french pop,pop quebecois,0
827,Take My Advice,Kym Sims,spotify:track:5KhAzdjCDy6MZai1P0RJAe,0.737,0.8140000000000001,2,-10.395999999999999,1,0.0307,0.00018999999999999998,0.392,0.0844,0.8029999999999999,120.01,283227,4,169.11723999999998,8,1,5KhAzdjCDy6MZai1P0RJAe,40PLSl99xXqAQsCQQPmfyM,diva house,hip house,0,0
828,Seeya Later,Boards of Canada,spotify:track:2LDYvpug35TCwdooo62tD2,0.728,0.467,1,-14.020999999999999,1,0.252,0.00016299999999999998,0.903,0.0374,0.36700000000000005,94.027,252640,4,50.55722,10,0,2LDYvpug35TCwdooo62tD2,2VAvhf61GgLYmC6C8anyX1,ambient,electronica,indietronica,intelligent dance music
829,Slime Rock,Chris Thile,spotify:track:6mMs5J2qLa7Xyw6JSdjlLz,0.581,0.467,4,-12.302999999999999,1,0.0316,0.696,0.742,0.22699999999999998,0.802,112.477,294333,4,26.38989,15,0,6mMs5J2qLa7Xyw6JSdjlLz,1dyGPAYZZHHW6WIqwKN5QF,bluegrass,classical mandolin,indie folk,instrumental bluegrass
830,Who Can I Run To,Xscape,spotify:track:0wdaPticLmmqJdhgLDJ9zI,0.71,0.545,4,-9.599,1,0.0588,0.483,0.0,0.0644,0.632,140.233,216333,4,37.61331,9,1,0wdaPticLmmqJdhgLDJ9zI,5z2cHsOmmmWcAPNG1oEhw0,atl hip hop,dance pop,deep pop r&b,girl group
831,Steel & Clarinet,Fred Hersch,spotify:track:38gnQCgcj10SFFxEixYecz,0.49,0.12300000000000001,0,-19.207,0,0.0359,0.925,0.325,0.11699999999999999,0.442,91.507,287627,3,92.81860999999999,13,0,38gnQCgcj10SFFxEixYecz,7w7DFqQNjVMW5NRvjM8JPx,contemporary jazz,contemporary post-bop,cool jazz,ecm-style jazz
832,Monroe's Hornpipe,The Bluegrass Album Band,spotify:track:0uVLFiXalgRPbVLLmt8FBO,0.493,0.775,9,-9.283,1,0.0304,0.648,0.956,0.0811,0.955,139.217,180667,4,36.344409999999996,11,0,0uVLFiXalgRPbVLLmt8FBO,0n0pcmxYdOHk1fl5gvWGiU,appalachian folk,banjo,bluegrass,instrumental bluegrass
833,The Real Love,Bob Seger & The Silver Bullet Band,spotify:track:3FMRulxLH3tZMMal3WiNWI,0.721,0.546,5,-6.845,1,0.0269,0.0362,0.00487,0.114,0.612,115.387,279867,4,37.51155,10,1,3FMRulxLH3tZMMal3WiNWI,485uL27bPomh29R4JmQehQ,album rock,blues rock,classic rock,country rock
834,Cover Girl,New Kids On The Block,spotify:track:6CCYX0JVy5qYqUvWpCvHXh,0.721,0.765,6,-13.036,1,0.0345,0.0344,2.83e-06,0.322,0.948,119.948,241840,4,50.45903,12,1,6CCYX0JVy5qYqUvWpCvHXh,55qiaow2sDYtjqu1mwRua6,boy band,dance pop,0,0
835,Pluto,Björk,spotify:track:03794FHTruV54i92ZvNESw,0.584,0.823,8,-4.572,1,0.157,0.00227,0.349,0.0754,0.32299999999999995,148.06799999999998,199240,4,39.46298,9,0,03794FHTruV54i92ZvNESw,7w29UYBi0qsHi5RTcv3lmA,art pop,electronica,electropop,experimental pop
836,Lately,Tyrese,spotify:track:0XmTCQWHgf6dOXJeLjXrzr,0.541,0.701,7,-7.287000000000001,0,0.102,0.0761,0.0,0.0763,0.33399999999999996,80.057,266533,4,26.69432,11,1,0XmTCQWHgf6dOXJeLjXrzr,08p7B5OtcUuVblvkQIlBhJ,dance pop,deep pop r&b,hip hop,hip pop
837,There Will Never Be Another Tonight,Bryan Adams,spotify:track:44fxmBDtpasWTQHxvwBEoY,0.517,0.9179999999999999,9,-6.965,1,0.0489,0.0591,0.0,0.29600000000000004,0.6409999999999999,137.136,280133,4,39.9848,13,1,44fxmBDtpasWTQHxvwBEoY,3Z02hBLubJxuFJfhacLSDc,album rock,canadian pop,canadian singer-songwriter,classic canadian rock
838,Tears,The Isley Brothers,spotify:track:3WAgCGsQ88VW3GFSMVK8td,0.532,0.516,1,-9.847000000000001,1,0.10300000000000001,0.755,0.00018999999999999998,0.32799999999999996,0.545,150.368,285600,4,38.43612,15,1,3WAgCGsQ88VW3GFSMVK8td,53QzNeFpzAaXYnrDBbDrIp,classic soul,disco,funk,motown
