Dataset 1: Breast Cancer
Feedforward Neural Network Model for Fold 1:
Number of Hidden Layers: 0
Number of Hidden Dimensions: 0
n: 1
Epochs: 5
     Actual  Predicted
123     8.0   9.422421
124    14.0  10.464376
125    10.0   8.861802
126     8.0   7.972683
127    13.0   9.842012
128     7.0   7.009054
129    11.0  15.409105
130     8.0   8.762471
131     8.0   9.725327
132    15.0  14.385039
133     5.0   6.692735
134     7.0   6.229403
135     5.0   4.871631
136    11.0   8.492611
137    10.0   9.684712
138    10.0   9.915235
139     9.0   8.770225
140     6.0   6.225372
141     9.0   8.171118
142     9.0  14.774134
143     9.0   9.736820
144    12.0  14.299155
145     8.0   8.620132
146     9.0  10.092594
147     8.0   7.043605
148    10.0   9.031040
149     9.0   8.342043
150     9.0   8.046343
151     6.0   5.742595
152     7.0   6.288736
153     7.0   9.606650
154     8.0  11.860281
155     6.0   6.765569
156     7.0   8.423788
157    11.0   9.862740
158    16.0  10.169936
159    16.0  13.272953
160    10.0  10.184486
161    10.0   9.855067
162     6.0   6.183722
163    11.0   8.426927
164     7.0   6.724487
165    14.0  12.160825
166    10.0   9.839725
167    21.0  12.819788
168    13.0   9.221258
169    13.0  10.582323
170    12.0  12.083501
171     8.0   8.466504
172    13.0  13.914738
173     9.0   9.862379
174    11.0   9.946075
175    12.0   9.480562
176    12.0   7.648803
177     9.0   9.627176
178    12.0   9.739314
179     9.0   8.708796
180     9.0   9.478886
181    16.0  10.379798
182    10.0   8.845499
183    16.0  14.873663
184     9.0  10.548059
185    10.0   9.689528
186     9.0  11.109367
187     9.0   9.501860
188    10.0   8.727698
189    16.0  15.375544
190     4.0   5.020436
191     9.0   8.817886
192     4.0   2.605635
193    14.0  10.585321
194     7.0   8.122624
195     9.0  12.245130
196    10.0   9.447015
197     8.0   9.291968
198    10.0   8.809919
199     8.0  10.039124
200     8.0   9.577426
201     7.0   6.852910
202     8.0   8.200121
203    11.0   9.269465
204    10.0   9.586427
205     8.0   8.538755
206     6.0   5.749332
207    14.0   8.732801
208    16.0  12.380950
209     7.0   6.883130
210     9.0  10.812738
211    10.0  10.185599
212     9.0   8.626843
213    10.0   9.927326
214    11.0   9.469136
215     4.0   5.197946
216     9.0   9.041879
217    12.0   9.615689
218    10.0   9.198373
219     9.0   8.254194
220     7.0   6.407709
221    16.0  15.645442
222    11.0  12.638386
223    13.0  15.598537
224    10.0   9.973431
225    11.0   9.551368
226    11.0  10.472760
227    10.0  11.461295
228    10.0   9.725321
229     8.0   8.994779
230     8.0   6.935587
231    19.0  11.885863
232    13.0  12.946760
233     9.0   9.489694
234    14.0  15.073228
235     6.0   5.948184
236    11.0  11.109173
237    10.0   9.896449
238    14.0  14.303064
239    13.0  10.610359
240     9.0   8.030052
241    10.0  11.168641
242    18.0  12.407727
243    11.0  14.792625
244    12.0  12.191053
245    11.0  15.816174
246    10.0   9.355016
247    14.0  12.163437
248    11.0  12.027220
249    12.0   9.160872
250    17.0  15.700630
251    11.0  11.712355
252     9.0   9.627753
253    12.0   9.854489
254    12.0   9.053532
255    10.0  11.014391
256    12.0  15.823015
257    13.0  11.166171
258     8.0  10.016293
259     8.0   8.593387
260    10.0  12.126948
261    13.0   8.374042
262     5.0   6.003904
263    11.0  10.081235
264     8.0   9.114859
265    10.0  10.917252
266    11.0   9.699164
267    11.0   9.672451
268    12.0   9.692458
269     9.0  10.989963
270    10.0  12.613598
271     9.0   8.208832
272    15.0  14.824419
273     9.0   9.984080
274     9.0   8.549023
275    11.0  14.344405
276    11.0  10.392729
277     9.0   8.658816
278     9.0   8.545383
279     9.0   9.612200
280    13.0  14.254054
281    14.0   9.724082
282     8.0   8.632845
283     9.0  10.618585
284     9.0  11.277603
285    10.0   7.145443
286     7.0   6.971583
287    13.0  15.120868
288    10.0   8.823624
289     9.0   8.842672
290     9.0   9.535938
291     6.0   6.323589
292     7.0   6.811017
293     7.0   6.595227
294     9.0   9.296504
295    11.0  10.614029
296     8.0   7.782706
297     9.0   9.583002
298    13.0   9.602713
299    14.0  10.444608
300    10.0   7.712278
301     9.0  10.992656
302     6.0   6.617854
303    10.0  10.829640
304     9.0   8.545055
305    10.0   7.332081
306    13.0   9.813506
307    10.0  12.984602
308     6.0   6.272036
309    15.0  12.136902
310     4.0   3.414916
311    16.0  11.115297
312    10.0  12.993670
313     9.0   9.882083
314    11.0  10.365738
315     9.0  11.294486
316    10.0   8.597772
317     6.0   7.143571
318    10.0   9.617715
319    10.0  14.683658
320    11.0   9.754093
321     8.0   8.763242
322     5.0   5.570721
323     9.0   9.864552
324     7.0   6.831548
325     9.0   9.022138
326    13.0  12.178732
327     7.0   8.018610
328    10.0   9.812162
329     7.0   7.353042
330     9.0   9.831924
331     9.0   9.200939
332    11.0   9.690060
333     9.0   9.641785
334     7.0   7.919309
335     8.0   8.579267
336     9.0   9.766068
337    10.0   8.733652
338    12.0   9.584890
339     9.0   9.629323
340     9.0   8.464969
341    13.0   9.708597
342    12.0  10.919506
343     7.0   7.125615
344    12.0  10.384923
345     9.0   9.680194
346     8.0   9.462395
347    10.0  14.185944
348    10.0  10.138090
349     6.0   8.409827
350    14.0  14.810435
351    15.0  11.859928
352    11.0   9.852443
353    10.0  10.541782
354    11.0  12.016693
355    11.0  13.231257
356    12.0  12.044932
357     9.0   9.540192
358     6.0   6.580222
359     4.0   3.442320
360    10.0   9.703921
361    11.0  11.490919
362     6.0   5.184129
363    10.0  11.609567
364    11.0  12.634598
365     8.0   8.896902
366    12.0   9.780381
367     7.0   8.992591
368    14.0   9.601520
369    12.0  15.391238
370     8.0  11.009647
371     8.0   5.931748
372    10.0   8.569216
373     9.0   8.869483
374    13.0  12.422077
375     9.0  11.215820
376     8.0   7.814539
377    10.0  14.158892
378    11.0   8.495463
379    13.0  16.174767
380    17.0  15.827495
381    11.0   9.668391
382    11.0  10.410456
383     7.0   7.664168
384    10.0   8.218200
385    12.0  11.492545
386     9.0  10.148554
387    12.0  15.880188
388     5.0   6.339279
389    10.0  10.771202
390    12.0  10.215516
391     9.0   8.700259
392    10.0   9.859756
393    10.0   9.204206
394    10.0   8.559063
395     8.0   9.079903
396    10.0  10.089075
397     7.0   6.739145
398    13.0  14.233311
399    10.0   9.532516
400    11.0  10.414270
401    15.0  14.506200
402    12.0  16.169488
403     9.0   9.664580
404     9.0   9.426654
405    11.0   9.663599
406    14.0  14.954604
407     9.0   6.675150
408     8.0   6.597785
409     8.0   8.574901
410     8.0  11.702871
411    12.0   7.967109
412     9.0   9.476444
413    10.0   9.724749
414    11.0  11.917937
415     8.0   6.643141
416     9.0  10.362504
417     9.0   8.318024
418    12.0  12.737358
419     9.0   9.550751
420     7.0   7.837956
421     6.0   6.535413
422     8.0   8.010381
423     7.0   8.600199
424    16.0  15.038495
425     9.0   7.709424
426    11.0   9.917124
427    14.0  11.944943
428     9.0  10.694778
429    12.0  10.692503
430     9.0   8.772478
431     8.0  11.309438
432    11.0   7.722168
433     7.0   6.651892
434     6.0   7.988499
435    11.0   9.592399
436    13.0  13.456096
437     8.0   7.993862
438     8.0   7.719620
439     5.0   7.464591
440     5.0   5.937817
441    19.0  15.484345
442     9.0   9.847251
443     9.0   9.544959
444    12.0  10.158312
445     9.0  10.747309
446     9.0   7.015548
447     9.0   9.142193
448    14.0  14.247400
449     7.0   6.379189
450    12.0  12.317125
451    11.0   9.695307
452     6.0   7.453729
453     9.0   9.760566
454     7.0   8.270197
455     7.0   6.879644
456     7.0   8.199740
457    11.0  11.457086
458     9.0  11.660450
459     9.0   7.709516
460    13.0  10.225492
461     9.0   9.270140
462     9.0   9.187843
463     6.0   6.083711
464     6.0   9.199130
465    11.0  10.114257
466     5.0   4.181100
467    15.0  13.884360
468    11.0   9.390749
469    11.0  10.985587
470    12.0   9.761168
471    14.0  13.018370
472     7.0   6.598357
473     8.0   6.432851
474    16.0  10.574591
475     9.0  11.125966
476    11.0   9.379357
477     9.0  11.905541
478     6.0   7.787070
479     7.0   6.370047
480    10.0   9.917957
481     9.0  10.421745
482    14.0  10.606577
483     8.0   8.466304
484     9.0   9.536855
485     6.0   6.930367
486    11.0  10.270058
487    11.0  10.141377
488    10.0   9.486790
489    20.0  15.840481
490     9.0   8.605921
491     9.0   7.578089
492     7.0   7.722542
493    11.0  11.175927
494    10.0   7.433440
495    10.0  10.923431
496    19.0  14.309506
497    15.0  15.469502
498     8.0   8.297227
499    15.0   8.675773
500     9.0   8.653984
501    10.0  10.444985
502    11.0   9.496967
503    11.0   9.667734
504     7.0   6.019810
505     7.0   8.335825
506     8.0   8.117048
507    15.0  12.502607
508    10.0  10.557147
509    16.0  15.653649
510    21.0  15.596035
511    10.0   8.913935
512    12.0   8.923565
513    12.0  10.654523
514    10.0   9.718088
515     6.0   7.809217
516    11.0   8.803521
517    10.0  11.577215
518    12.0  10.270829
519     5.0   4.302210
520    11.0  10.307951
521     9.0  10.462081
522     7.0   6.165443
523     9.0   8.617625
524     9.0  10.503366
525     7.0   9.319296
526    11.0  11.208444
527    12.0  10.131713
528     8.0   7.770868
529    11.0  10.651791
530     4.0   3.739031
531     4.0   4.991613
532    14.0  12.703314
533     6.0   5.975542
534     7.0   6.999009
535     6.0   5.126379
536     8.0   8.622245
537     5.0   1.928600
538    10.0  10.304622
539    16.0  10.835355
540     9.0   9.735098
541    15.0  12.187959
542    11.0  10.114892
543    10.0   9.004070
544     7.0   6.451228
545    11.0  13.564422
546    11.0   9.741532
547     9.0   9.836688
548     4.0   5.577171
549    10.0   9.786221
550    12.0  11.506797
551    11.0  10.066822
552     9.0   9.138719
553     7.0   8.804129
554    10.0   9.785477
555    10.0   9.704961
556     8.0   9.185768
557     5.0   5.482285
558    13.0   9.904474
559     6.0   8.020620
560    11.0   9.691639
561    12.0   8.758296
562     6.0   8.062818
563     6.0   6.313955
564    17.0   8.808191
565     8.0   9.998787
566     6.0   7.443041
567     8.0   8.502411
568     7.0   5.549564
569     8.0   8.542997
570     9.0  10.952897
571     4.0   4.918692
572    12.0  11.480428
573     8.0   7.321578
574     9.0   8.868487
575     9.0   7.048717
576     9.0   8.433285
577     8.0  11.260513
578    10.0  10.443995
579     8.0   9.385958
580     8.0   8.451031
581     9.0   8.366954
582     9.0   7.764770
583     9.0   7.660965
584    17.0  13.202571
585    11.0  10.522061
586    11.0  10.800735
587    10.0  10.796883
588    14.0  12.065738
589     9.0   8.631437
590     9.0  12.249353
591    11.0   9.724439
592     8.0   9.182996
593    19.0  11.516776
594     6.0   5.830909
595     9.0   9.855180
596     6.0   5.964244
597    10.0  11.050984
598    16.0  13.927292
599     9.0   9.234606
600     6.0   6.663204
601     4.0   4.911260
602    16.0   8.577600
603     7.0   6.808747
604    12.0   9.778197
605    13.0   8.370953
606    10.0   9.986750
607    14.0  11.535100
608    11.0  10.893633
609     9.0   8.892043
610    17.0  13.683906
611     8.0   9.494795
612     6.0   7.873783
613    15.0  14.049508
614     9.0   9.190467
615    10.0  10.383354
616    14.0  10.823960
617    10.0  11.105636
618    18.0  16.147938
619    10.0  12.714714
620    10.0   9.782487
621    12.0  10.994864
622    12.0   9.717029
623     8.0   9.393166
624     9.0   9.244145
625    11.0  14.623503
626     8.0   8.662376
627     8.0   8.865734
628     8.0  13.032526
629     8.0   8.530690
630     7.0   6.828946
631     5.0   5.252988
632     7.0   8.169287
633    10.0  10.635758
634    12.0  10.257792
635    18.0  16.129248
636    10.0   8.985602
637    17.0  11.744635
638    10.0  11.002064
639    20.0  15.087056
640    11.0  12.183373
641    12.0  15.087904
642    15.0  10.504308
643    17.0  12.964036
644     9.0   8.852766
645    11.0   9.940769
646    14.0   9.985210
647     8.0   7.305712
648     9.0   8.679624
649     6.0   5.633882
650     8.0   8.913907
651    23.0  13.663410
652    12.0  10.956785
653     8.0   6.800020
654     8.0   8.183972
655    11.0   9.576329
656     7.0   7.515584
657     5.0   5.077747
658     9.0   9.072478
659     8.0   9.695327
660    17.0  16.159746
661     9.0  10.069254
662     9.0   9.635178
663     9.0   8.778618
664     8.0   9.470027
665     9.0   8.541618
666    12.0   6.668120
667    15.0   9.495198
668    16.0   9.963342
669    13.0   9.429998
670     9.0   9.540640
671     9.0   9.760282
672     9.0   8.329821
673     8.0  14.627007
674     9.0   8.759027
675     6.0   6.036530
676    16.0  11.138924
677     9.0   8.726611
678     6.0   6.855207
679     9.0  10.008526
680    10.0  11.800609
681    12.0  11.907467
682     7.0   7.844842
683     9.0  10.235346
684     8.0   8.856724
685    10.0   8.317730
686    12.0  10.968086
687     7.0   9.085855
688    11.0  11.286884
689    12.0  11.794915
690     8.0  16.210195
691    11.0   9.210253
692     7.0   8.087829
693    16.0  10.323075
694     6.0   6.428865
695    10.0   8.488784
696    10.0  10.617912
697    11.0   9.817420
698    10.0   8.869693
699    14.0   9.504125
700    15.0  10.045899
701    11.0   9.750956
702     6.0   6.248063
703     7.0   6.736812
704    18.0  13.777397
705    16.0   9.995166
706     8.0   9.033975
707     4.0   4.410231
708     8.0   7.345246
709    11.0   9.715748
710    20.0  12.292690
711    11.0  12.703936
712    12.0  10.115445
713     8.0   8.824134
714    13.0   9.144310
715     9.0  10.107239
716     8.0   9.156397
717     6.0   5.063202
718     8.0   8.258982
719    11.0  10.812831
720    12.0  10.943855
721    11.0   8.147497
722     9.0   9.839850
723     8.0   8.258402
724     8.0   7.204006
725    11.0   8.567778
726    11.0  10.003433
727     9.0   9.361437
728    18.0  16.173944
729     8.0   7.201435
730    13.0  13.375597
731    10.0   8.841659
732    10.0   9.665482
733    15.0  10.177520
734    11.0  11.501881
735     8.0   8.300781
736     9.0   9.771851
737     7.0   8.674550
738     9.0   8.287155
739     8.0  11.107091
740    10.0  10.363334
741     8.0   8.767796
742     8.0   9.575041
743     8.0   9.605215
744    10.0   9.963069
745    11.0   9.688572
746    16.0  16.159264
747    10.0  10.556455
748     9.0   8.591651
749     8.0   8.761907
750    15.0  15.978386
751     6.0   6.410674
Error: 0.45

Feedforward Neural Network Model for Fold 1:
Number of Hidden Layers: 2
Number of Hidden Dimensions: [3, 2]
n: 0.01
Epochs: 83
     Actual  Predicted
0       8.0   8.872511
1      15.0  11.508492
2      11.0   8.292187
3      12.0   8.964293
4      10.0   7.677151
5       9.0   6.565358
6       9.0   6.931693
7       9.0   6.713096
8      10.0   7.499603
9      13.0   8.394780
10     15.0   9.611359
11      8.0   6.235855
12     10.0   8.824825
13     15.0   9.139208
14     17.0  12.259886
15     17.0  12.300494
16      9.0   7.610522
17     20.0  10.830749
18     10.0  10.856216
19      3.0   4.281745
20     12.0   7.714549
21     10.0   8.215276
22      7.0   6.008176
23      7.0   5.853696
24     10.0   7.518573
25      7.0   5.832026
26      9.0   6.290905
27      9.0   7.832064
28     10.0   6.864073
29      7.0   6.380159
30     13.0  11.756013
31     14.0  12.137670
32     11.0   7.929930
33     11.0   6.641380
34      8.0   7.357001
35      8.0  11.986552
36      8.0   7.532972
37      7.0   5.976773
38     10.0   5.817302
39      9.0   6.287806
40     12.0   6.964575
41      9.0   9.247639
42      9.0  10.843319
43      8.0   6.521033
44      9.0   6.931538
45      9.0   6.250960
46     10.0  10.675997
47      9.0   7.721797
48     13.0   7.895146
49     19.0   9.558519
50     10.0   9.105799
51     10.0   7.084336
52     10.0   8.148325
53     20.0  12.135526
54      9.0   6.815210
55     11.0   9.292198
56     10.0   6.997307
57      9.0   6.859493
58      8.0   6.451427
59     11.0   7.024718
60     10.0  10.337630
61     16.0  12.303810
62     11.0   7.336231
63      7.0   5.724441
64     11.0   8.693584
65      8.0   8.845417
66     10.0   9.195953
67      8.0   6.308038
68     10.0   8.330955
69      9.0   7.688011
70     21.0  12.487231
71      9.0  10.798043
72     12.0   7.648901
73     16.0   7.529580
74     11.0   6.813481
75     13.0  12.207894
76      6.0   5.857660
77     11.0   9.431047
78     12.0  11.602341
79      9.0  11.649089
80     10.0   7.293117
81     10.0  11.243397
82      6.0   6.078545
83      4.0   4.878247
84      9.0   7.233658
85      7.0   4.446097
86     10.0   7.494557
87      8.0   7.082450
88      9.0   6.182992
89     13.0   8.645110
90     14.0  10.017246
91      6.0   6.117815
92     13.0  11.735880
93      9.0  10.518870
94     11.0   8.123879
95      6.0   6.246642
96     10.0   8.069945
97      9.0   8.279299
98     17.0   7.713625
99     15.0  12.169559
100    10.0   9.067023
101    10.0   8.133938
102     9.0   7.125051
103    12.0   8.545813
104     8.0   6.367570
105     8.0   6.081401
106    18.0  12.376146
107     9.0   5.297743
108     6.0   6.069868
109    10.0   9.334522
110     8.0   6.495697
111     8.0   5.775534
112     9.0   8.534745
113     8.0   6.075659
114     9.0   7.039280
115    17.0  10.123333
116     9.0   7.811120
117    10.0   9.811217
118    11.0   7.840085
119     6.0   5.647348
120     8.0  10.269708
121    10.0   7.411840
122     5.0   5.815832
123    11.0  11.731935
124     9.0   7.559510
125     8.0   6.512875
126     9.0   7.582952
127     7.0   6.657324
128     6.0   5.812029
129     9.0  10.924967
130     6.0   6.468086
131     7.0   5.446207
132    10.0   8.072220
133     7.0   6.388788
134     8.0   8.462872
135    10.0   7.198638
136    12.0  10.232959
137     6.0   6.986452
138    13.0   8.775205
139     7.0   6.319032
140    14.0  12.127800
141    15.0  11.051529
142    15.0  12.169721
143    11.0  11.114174
144     6.0   6.995155
145    11.0  11.076727
146     7.0   5.809437
147    11.0   6.602195
148     9.0   7.100107
149    17.0  10.967500
150     6.0   5.973024
151     5.0   5.488238
152     9.0   9.043208
153    11.0   8.091485
154    10.0   6.705585
155     8.0   8.334862
156    11.0   9.243610
157     6.0   5.494141
158     3.0   4.916001
159    12.0   7.665286
160    12.0  11.310062
161    10.0   8.297710
162     9.0   7.517469
163    15.0   7.880587
164    11.0   7.948798
165     7.0   5.754545
166    10.0   7.010773
167     7.0   6.348843
168     6.0   5.699483
169     8.0   5.306482
170    15.0  10.828023
171    10.0   8.578636
172     9.0   8.244325
173    12.0  10.538511
174    11.0   6.302418
175     9.0  11.423054
176    14.0  11.841887
177     7.0   6.436924
178     8.0   5.135013
179     7.0   7.045994
180    18.0  12.338290
181     9.0   6.701438
182     6.0   6.520903
183     8.0   7.091052
184     8.0  11.417763
185    10.0   9.686479
186    15.0  11.740342
187     9.0   6.162935
188     8.0   5.988447
189    10.0   6.627669
190    10.0   8.687511
191    12.0  10.754310
192     8.0  10.445758
193     8.0   8.168833
194     7.0   5.873866
195    17.0   9.955391
196     9.0   6.830603
197    13.0   9.969781
198    10.0   9.156051
199     8.0   6.655350
200    10.0  12.229043
201    13.0  10.323353
202     5.0   5.220749
203    17.0  11.103833
204    14.0  11.164882
205    11.0   8.376076
206    10.0   8.752867
207     9.0   6.552208
208    10.0  12.044848
209     7.0  10.285927
210    11.0   8.392803
211    10.0   7.974578
212    10.0   7.615714
213    11.0   7.917108
214    11.0   9.041096
215     7.0   6.981771
216     6.0   6.492544
217    10.0   5.821255
218    10.0   8.690454
219    16.0  12.278716
220     9.0   8.208408
221     9.0   6.662680
222    20.0  12.250551
223     8.0   7.191776
224    15.0  10.782821
225     7.0   6.199230
226     7.0   6.140507
227     9.0   9.053104
228    10.0   6.541422
229     9.0   7.424424
230     9.0   9.602990
231    11.0  10.536312
232     5.0   5.935412
233    14.0  11.757108
234    15.0   8.030039
235     9.0   7.569630
236    12.0  10.759595
237    13.0  10.206246
238     9.0  10.904798
239     9.0   6.304687
240     5.0   4.746399
241     9.0  10.146625
242    12.0  12.009478
243     4.0   4.424783
244    11.0  10.038564
245    13.0   8.277800
246    12.0  10.499275
247    11.0   9.683910
248     8.0   7.070502
249     7.0   6.020397
250     6.0   5.431726
251     9.0   5.953138
252     9.0  10.966219
253     9.0   8.371946
254     7.0   6.162525
255     9.0  11.075217
256     4.0   4.232318
257    27.0  12.440727
258     8.0   6.497954
259    19.0  12.325453
260     7.0   6.227207
261    10.0   8.484525
262    13.0  10.131031
263     8.0   8.430388
264     8.0   7.089977
265    10.0   7.089779
266     8.0   8.702148
267     9.0   9.738102
268    10.0   9.639770
269    14.0  10.365807
270     7.0   5.924329
271    11.0   8.527480
272    12.0   7.722699
273     9.0   5.778612
274     7.0   6.133342
275    10.0   7.549401
276     7.0   5.731187
277    12.0  10.877040
278    11.0   7.383558
279     9.0  10.898518
280    10.0   7.911993
281    11.0   9.267696
282     7.0   8.142598
283    10.0   7.749554
284     9.0   6.861783
285     9.0   8.081275
286     9.0   7.901327
287    15.0  11.446152
288     6.0   5.855474
289    10.0   9.009671
290     8.0   7.825423
291     9.0   6.638030
292     8.0   7.306534
293    13.0   7.023841
294     8.0   6.680829
295     7.0   4.867456
296     9.0  12.058496
297     8.0   6.684242
298     9.0   9.626242
299     6.0   4.991955
300    18.0   9.126564
301     8.0   9.798000
302     9.0   9.302743
303     9.0   6.480530
304     8.0   7.449114
305     7.0   6.725693
306    10.0   8.127956
307    13.0   8.040589
308     8.0   7.071762
309    15.0   8.541202
310     9.0   6.838438
311     8.0   7.474208
312     8.0   6.020837
313    10.0   6.749072
314     8.0   5.707866
315     5.0   4.605348
316     8.0   7.133099
317     6.0   5.754052
318    11.0   8.655531
319     7.0   7.627981
320     6.0   5.764412
321     6.0   5.016321
322    13.0  12.332407
323     9.0   9.400189
324    22.0  12.294962
325     9.0   9.440375
326     9.0   9.233033
327     9.0   8.187806
328     9.0   6.813059
329     9.0   7.684342
330    10.0   6.929321
331    20.0  12.323370
332    11.0   7.848167
333     8.0   5.603723
334     9.0   8.339312
335    11.0   8.734380
336     8.0   6.358381
337     9.0   9.907680
338     9.0   8.514513
339     7.0   5.781432
340     9.0   9.017353
341    14.0   9.392586
342    13.0  12.293949
343     4.0   4.814289
344     6.0   5.475493
345     7.0   6.348740
346    12.0  10.466225
347    10.0  12.090575
348    10.0   8.732520
349    13.0  10.880155
350     4.0   5.069323
351    17.0  11.834896
352    10.0   7.867478
353    13.0   7.425921
354     5.0   4.516349
355    11.0  10.807631
356    10.0   7.148947
357    10.0   7.962366
358     8.0   5.783934
359     8.0   7.632470
360    13.0  11.998527
361     7.0   5.456677
362    10.0   9.155917
363    12.0   7.267207
364     9.0  10.459931
365     8.0   8.307867
366    15.0   7.218034
367    12.0  11.840616
368    13.0   7.516470
369     9.0   6.562896
370    18.0  10.495476
371    10.0   8.055828
372    10.0   7.419285
373    10.0  12.232320
374     8.0   6.659379
375     7.0   5.633061
376    12.0  11.757998
377     8.0   9.290258
378     9.0   8.028505
379    12.0   7.386215
380     9.0   6.675179
381    15.0  12.294338
382    16.0   9.885506
383     6.0   4.799486
384    10.0   7.724896
385     8.0   6.954178
386    15.0  11.229868
387    10.0  11.987698
388     8.0   6.041465
389    11.0   8.664164
390    13.0  10.365563
391    11.0  10.517256
392     7.0   6.309514
393     6.0   5.349884
394     9.0   6.738277
395    13.0  10.069964
396    12.0   8.451514
397    15.0  12.212710
398     6.0   5.811963
399    12.0   8.761808
400     7.0   6.139733
401    11.0   7.508059
402    13.0   9.616662
403     9.0   9.492901
404     9.0   8.050905
405     7.0   6.129592
406    10.0   7.992673
407     4.0   4.775308
408     7.0   7.308655
409    11.0  10.161307
410     6.0   5.311417
411     6.0   5.656270
412    12.0   9.884253
413    12.0   7.719619
414     9.0   9.276890
415     8.0   7.332456
416    20.0  12.238322
417     9.0   7.745097
418     7.0   5.990430
419     7.0   6.090672
420     7.0   9.630990
421    14.0  12.357679
422     6.0   5.917005
423    14.0   7.577240
424     9.0   8.602172
425    17.0  11.900590
426     9.0  10.683602
427     5.0   4.801528
428     9.0   7.679279
429     8.0   6.466254
430     9.0   6.105606
431     4.0   4.140462
432    13.0   6.633993
433    13.0   8.303820
434    10.0  12.098509
435    13.0   7.996654
436     9.0   6.167229
437    10.0   7.118347
438     8.0   5.794815
439     9.0   8.316422
440    10.0   7.834860
441    12.0   8.507119
442    10.0   7.417127
443     9.0   7.774592
444    15.0  12.254758
445     7.0   6.324669
446     7.0   6.516593
447     8.0   6.870403
448    15.0   8.774892
449     9.0   6.164736
450    12.0  10.720244
451     8.0   7.515691
452    11.0   8.791209
453     6.0   5.490239
454    10.0   7.137730
455    11.0   5.651763
456    10.0  12.218453
457     9.0   6.407779
458     8.0   5.819922
459    17.0  12.178547
460     8.0   5.900702
461    10.0  11.065895
462     9.0  10.708029
463     9.0   7.281882
464    10.0   8.386402
465    10.0   6.715185
466    13.0  12.334491
467    21.0  12.323622
468    10.0  10.649780
469    14.0   8.888981
470    22.0  11.495367
471    13.0   9.606368
472     8.0   6.635084
473    10.0   8.109918
474     8.0   6.464069
475    12.0   7.472689
476    16.0   9.568006
477    10.0   8.062387
478     8.0   6.375304
479    13.0  11.301104
480    13.0  11.296453
481     8.0   6.324483
482    11.0   9.286550
483    10.0   6.887530
484     6.0   6.387147
485     8.0   5.926682
486     8.0   6.529425
487     8.0   6.087771
488     7.0   5.364282
489     5.0   5.426991
490    19.0  12.223242
491     2.0   4.146668
492     9.0   8.072024
493    13.0   8.557075
494    10.0   8.765220
495    14.0  12.340687
496     8.0   6.414346
497     7.0   6.012505
498    18.0  11.229575
499    11.0   8.310900
500    10.0   8.741475
501    11.0   8.636097
502    10.0  11.882375
503    10.0   9.072708
504     8.0   8.913759
505    11.0   9.505363
506    15.0  10.556498
507    10.0   8.899374
508    13.0  11.731228
509     5.0   4.737482
510    10.0   7.626896
511    13.0  10.212404
512     9.0   7.205043
513     8.0   7.831321
514     9.0   8.769059
515     8.0   8.074527
516    10.0   7.647665
517     9.0   7.011350
518     6.0   6.010535
519    11.0   9.205293
520     7.0   6.168930
521    11.0   7.703736
522    16.0   8.461207
523     5.0   4.705860
524     7.0   5.904126
525    14.0   7.116133
526    10.0   9.820622
527    14.0   6.384923
528    11.0   8.119197
529    12.0  10.923846
530     8.0   8.297113
531    11.0   8.015133
532     9.0   6.165174
533    15.0   9.677826
534    10.0   7.389787
535     9.0  10.869857
536     8.0   6.498051
537     7.0   5.315235
538     8.0   6.777605
539    14.0   7.410054
540    14.0   7.909467
541    12.0  11.095848
542    15.0   8.185163
543    15.0   8.009876
544     7.0   6.603947
545     3.0   4.426458
546     9.0   9.303121
547    18.0  10.284687
548     8.0   6.681410
549     8.0   6.135295
550     5.0   5.108433
551     6.0   5.791799
552    12.0   9.580050
553     6.0   6.607448
554    10.0   8.809607
555     7.0   6.030368
556    10.0   8.874536
557    11.0   6.605261
558    11.0   7.571598
559     8.0   8.113272
560    10.0   8.441367
561     7.0   7.361147
562     9.0   8.934365
563     9.0   7.932215
564     7.0   5.787978
565    16.0   8.400009
566     9.0   7.477698
567    17.0  12.200819
568    10.0   8.220824
569     7.0   5.921579
570    15.0   8.595651
571    10.0   6.645667
572    10.0   7.514646
573     7.0   5.868114
574     6.0   5.791878
575     9.0   5.844945
576     6.0   5.667301
577    19.0   8.445405
578    11.0  10.354698
579     8.0   7.103346
580    11.0  10.084692
581     9.0   6.296868
582    12.0   8.005215
583     9.0   8.486760
584    17.0   7.432828
585     4.0   5.451198
586    10.0   8.626674
587     9.0   6.683577
588     8.0   6.616956
589    12.0   9.056630
590    15.0  12.368049
591     6.0   5.477645
592    10.0   6.160034
593     8.0   7.921219
594     6.0   6.294489
595    14.0  12.244135
596    10.0   7.480359
597     8.0   7.702475
598    12.0  10.310855
599    14.0  12.115805
600    12.0  12.488098
601     8.0   6.055432
602     8.0   7.020772
603    11.0   8.568001
604     9.0   7.541871
605     6.0   5.376906
606    11.0  11.515906
607    10.0   7.558074
608    10.0   7.528839
609    16.0  12.282855
610     8.0   7.087714
611    12.0  10.505759
612    10.0   7.086047
613     9.0   7.442955
614    11.0   9.766093
615     4.0   4.999436
616    10.0   8.200354
617    11.0  10.242476
618     9.0   7.123208
619     6.0   6.064696
620    10.0   9.570015
621     7.0   6.216798
622    14.0   9.636138
623     8.0   6.752911
624     9.0   7.346053
625    10.0   6.504845
626     8.0   6.947397
