Dataset 1: Breast Cancer
Logistic Regression Model for Fold 1:
n: 1
Epochs: 48
     Actual  Predicted
12  Iris-versicolor  Iris-versicolor
13   Iris-virginica   Iris-virginica
14  Iris-versicolor  Iris-versicolor
15      Iris-setosa      Iris-setosa
16      Iris-setosa      Iris-setosa
17      Iris-setosa      Iris-setosa
18  Iris-versicolor  Iris-versicolor
19  Iris-versicolor  Iris-versicolor
20   Iris-virginica  Iris-versicolor
21  Iris-versicolor  Iris-versicolor
22      Iris-setosa      Iris-setosa
23      Iris-setosa      Iris-setosa
24      Iris-setosa      Iris-setosa
25   Iris-virginica   Iris-virginica
26      Iris-setosa      Iris-setosa
Error: 7.41

Adeline Model for Fold 1:
n: 1
Epochs: 339
             Actual        Predicted
0   Iris-versicolor  Iris-versicolor
1       Iris-setosa      Iris-setosa
2   Iris-versicolor  Iris-versicolor
3       Iris-setosa      Iris-setosa
4    Iris-virginica  Iris-versicolor
5       Iris-setosa      Iris-setosa
6    Iris-virginica   Iris-virginica
7   Iris-versicolor  Iris-versicolor
8       Iris-setosa      Iris-setosa
9       Iris-setosa      Iris-setosa
10   Iris-virginica   Iris-virginica
11   Iris-virginica   Iris-virginica
12      Iris-setosa      Iris-setosa
13   Iris-virginica  Iris-versicolor
14      Iris-setosa      Iris-setosa
15  Iris-versicolor  Iris-versicolor
16  Iris-versicolor  Iris-versicolor
17   Iris-virginica  Iris-versicolor
18   Iris-virginica   Iris-virginica
19  Iris-versicolor  Iris-versicolor
20   Iris-virginica  Iris-versicolor
21  Iris-versicolor  Iris-versicolor
22  Iris-versicolor  Iris-versicolor
23   Iris-virginica   Iris-virginica
24   Iris-virginica   Iris-virginica
25   Iris-virginica   Iris-virginica
26      Iris-setosa      Iris-setosa
27   Iris-virginica   Iris-virginica
28   Iris-virginica  Iris-versicolor
29   Iris-virginica   Iris-virginica
Error: 16.67

Adeline Model for Fold 2:
n: 1
Epochs: 94
             Actual        Predicted
0       Iris-setosa      Iris-setosa
1       Iris-setosa      Iris-setosa
2   Iris-versicolor  Iris-versicolor
3       Iris-setosa      Iris-setosa
4   Iris-versicolor  Iris-versicolor
5       Iris-setosa      Iris-setosa
6    Iris-virginica   Iris-virginica
7       Iris-setosa      Iris-setosa
8   Iris-versicolor  Iris-versicolor
9   Iris-versicolor  Iris-versicolor
10      Iris-setosa      Iris-setosa
11   Iris-virginica   Iris-virginica
12   Iris-virginica   Iris-virginica
13   Iris-virginica   Iris-virginica
14  Iris-versicolor   Iris-virginica
15   Iris-virginica   Iris-virginica
16   Iris-virginica   Iris-virginica
17      Iris-setosa      Iris-setosa
18   Iris-virginica   Iris-virginica
19   Iris-virginica   Iris-virginica
20  Iris-versicolor   Iris-virginica
21  Iris-versicolor  Iris-versicolor
22      Iris-setosa      Iris-setosa
23  Iris-versicolor  Iris-versicolor
24      Iris-setosa      Iris-setosa
25   Iris-virginica   Iris-virginica
26  Iris-versicolor  Iris-versicolor
27      Iris-setosa      Iris-setosa
28  Iris-versicolor   Iris-virginica
29      Iris-setosa      Iris-setosa
Error: 10.0

Adeline Model for Fold 3:
n: 1
Epochs: 212
             Actual        Predicted
0    Iris-virginica   Iris-virginica
1   Iris-versicolor   Iris-virginica
2       Iris-setosa      Iris-setosa
3       Iris-setosa      Iris-setosa
4   Iris-versicolor   Iris-virginica
5       Iris-setosa      Iris-setosa
6       Iris-setosa      Iris-setosa
7       Iris-setosa      Iris-setosa
8   Iris-versicolor  Iris-versicolor
9    Iris-virginica  Iris-versicolor
10   Iris-virginica   Iris-virginica
11  Iris-versicolor  Iris-versicolor
12      Iris-setosa      Iris-setosa
13  Iris-versicolor  Iris-versicolor
14   Iris-virginica   Iris-virginica
15      Iris-setosa      Iris-setosa
16  Iris-versicolor  Iris-versicolor
17  Iris-versicolor   Iris-virginica
18  Iris-versicolor  Iris-versicolor
19   Iris-virginica   Iris-virginica
20  Iris-versicolor  Iris-versicolor
21  Iris-versicolor  Iris-versicolor
22      Iris-setosa      Iris-setosa
23   Iris-virginica  Iris-versicolor
24      Iris-setosa      Iris-setosa
25   Iris-virginica   Iris-virginica
26  Iris-versicolor   Iris-virginica
27   Iris-virginica   Iris-virginica
28  Iris-versicolor  Iris-versicolor
29      Iris-setosa      Iris-setosa
Error: 20.0

Adeline Model for Fold 4:
n: 1
Epochs: 150
             Actual        Predicted
0    Iris-virginica   Iris-virginica
1       Iris-setosa      Iris-setosa
2   Iris-versicolor   Iris-virginica
3    Iris-virginica   Iris-virginica
4    Iris-virginica   Iris-virginica
5   Iris-versicolor  Iris-versicolor
6    Iris-virginica   Iris-virginica
7    Iris-virginica   Iris-virginica
8       Iris-setosa      Iris-setosa
9       Iris-setosa      Iris-setosa
10   Iris-virginica   Iris-virginica
11      Iris-setosa      Iris-setosa
12   Iris-virginica   Iris-virginica
13      Iris-setosa      Iris-setosa
14      Iris-setosa      Iris-setosa
15   Iris-virginica   Iris-virginica
16      Iris-setosa      Iris-setosa
17  Iris-versicolor  Iris-versicolor
18      Iris-setosa      Iris-setosa
19  Iris-versicolor  Iris-versicolor
20  Iris-versicolor  Iris-versicolor
21   Iris-virginica   Iris-virginica
22      Iris-setosa      Iris-setosa
23  Iris-versicolor   Iris-virginica
24  Iris-versicolor  Iris-versicolor
25  Iris-versicolor   Iris-virginica
26  Iris-versicolor  Iris-versicolor
27      Iris-setosa  Iris-versicolor
28      Iris-setosa      Iris-setosa
29  Iris-versicolor   Iris-virginica
Error: 16.67

Adeline Model for Fold 5:
n: 1
Epochs: 254
             Actual        Predicted
0    Iris-virginica   Iris-virginica
1   Iris-versicolor   Iris-virginica
2   Iris-versicolor  Iris-versicolor
3   Iris-versicolor   Iris-virginica
4       Iris-setosa      Iris-setosa
5    Iris-virginica   Iris-virginica
6       Iris-setosa      Iris-setosa
7       Iris-setosa      Iris-setosa
8   Iris-versicolor  Iris-versicolor
9       Iris-setosa      Iris-setosa
10  Iris-versicolor  Iris-versicolor
11      Iris-setosa      Iris-setosa
12      Iris-setosa      Iris-setosa
13   Iris-virginica   Iris-virginica
14   Iris-virginica   Iris-virginica
15   Iris-virginica   Iris-virginica
16   Iris-virginica   Iris-virginica
17   Iris-virginica   Iris-virginica
18      Iris-setosa      Iris-setosa
19      Iris-setosa      Iris-setosa
20   Iris-virginica  Iris-versicolor
21  Iris-versicolor  Iris-versicolor
22  Iris-versicolor  Iris-versicolor
23  Iris-versicolor  Iris-versicolor
24  Iris-versicolor   Iris-virginica
25  Iris-versicolor   Iris-virginica
26   Iris-virginica  Iris-versicolor
27      Iris-setosa      Iris-setosa
28      Iris-setosa      Iris-setosa
29   Iris-virginica  Iris-versicolor
Error: 23.33

Logistic Regression Error: 8.15
Adeline Error: 17.33

Dataset 4: Soybean (small)
Logistic Regression Model for Fold 1:
n: 1
Epochs: 63
  Actual Predicted
0     D1        D1
1     D2        D2
2     D1        D1
3     D4        D4
4     D4        D4
5     D4        D4
6     D1        D1
7     D1        D1
Error: 0.0

Logistic Regression Model for Fold 2:
n: 1
Epochs: 175
  Actual Predicted
0     D4        D4
1     D4        D4
2     D2        D2
3     D4        D4
4     D2        D2
5     D3        D3
6     D1        D1
7     D3        D3
8     D3        D3
Error: 0.0

Logistic Regression Model for Fold 3:
n: 1
Epochs: 129
  Actual Predicted
0     D3        D3
1     D3        D3
2     D4        D4
3     D4        D4
4     D4        D4
5     D4        D4
6     D3        D3
7     D2        D2
Error: 0.0

Logistic Regression Model for Fold 4:
n: 1
Epochs: 423
  Actual Predicted
0     D4        D4
1     D2        D2
2     D2        D2
3     D3        D3
4     D1        D1
5     D1        D1
6     D1        D1
7     D4        D4
8     D2        D2
Error: 0.0

Logistic Regression Model for Fold 5:
n: 1
Epochs: 73
  Actual Predicted
0     D4        D4
1     D2        D2
2     D4        D4
3     D2        D2
4     D1        D1
5     D4        D4
6     D1        D1
7     D3        D3
Error: 0.0

Adeline Model for Fold 1:
n: 0.1
Epochs: 1793.0
  Actual Predicted
0     D4        D4
1     D4        D4
2     D3        D3
3     D4        D4
4     D4        D4
5     D4        D4
6     D1        D1
7     D2        D2
8     D2        D2
Error: 0.0

Adeline Model for Fold 2:
n: 0.1
Epochs: 824
  Actual Predicted
0     D2        D2
1     D2        D2
2     D3        D4
3     D4        D4
4     D3        D3
5     D4        D4
6     D1        D1
7     D1        D1
8     D4        D4
9     D4        D4
Error: 10.0

Adeline Model for Fold 3:
n: 0.1
Epochs: 2556.0
  Actual Predicted
0     D2        D2
1     D1        D1
2     D4        D4
3     D3        D3
4     D3        D3
5     D4        D4
6     D3        D3
7     D3        D3
8     D3        D3
Error: 0.0

Adeline Model for Fold 4:
n: 0.1
Epochs: 626
  Actual Predicted
0     D2        D2
1     D2        D2
2     D4        D4
3     D2        D2
4     D3        D3
5     D2        D2
6     D1        D1
7     D1        D1
8     D2        D2
9     D4        D4
Error: 0.0

Adeline Model for Fold 5:
n: 0.1
Epochs: 1677.0
  Actual Predicted
0     D1        D1
1     D1        D1
2     D4        D4
3     D4        D4
4     D4        D4
5     D1        D1
6     D1        D1
7     D3        D4
8     D4        D4
Error: 11.11

Logistic Regression Error: 0.0
Adeline Error: 4.22

Dataset 5: Vote
Logistic Regression Model for Fold 1:
n: 1
Epochs: 179
        Actual   Predicted
0     democrat    democrat
1     democrat    democrat
2   republican  republican
3     democrat    democrat
4   republican  republican
5   republican  republican
6     democrat    democrat
7     democrat    democrat
8     democrat    democrat
9     democrat    democrat
10    democrat    democrat
11  republican  republican
12  republican  republican
13  republican  republican
14    democrat    democrat
15  republican  republican
16    democrat    democrat
17    democrat    democrat
18  republican  republican
19    democrat    democrat
20  republican  republican
21  republican  republican
22    democrat    democrat
23    democrat    democrat
24    democrat    democrat
25  republican  republican
26    democrat    democrat
27  republican  republican
28  republican  republican
29  republican  republican
30    democrat    democrat
31    democrat    democrat
32  republican  republican
33    democrat    democrat
34    democrat    democrat
35    democrat    democrat
36    democrat  republican
37    democrat    democrat
38    democrat    democrat
39    democrat    democrat
40  republican  republican
41  republican    democrat
42    democrat    democrat
43    democrat    democrat
44    democrat    democrat
45    democrat    democrat
46  republican  republican
47  republican  republican
48    democrat    democrat
49    democrat    democrat
50  republican  republican
51    democrat    democrat
52    democrat    democrat
53    democrat    democrat
54    democrat  republican
55    democrat  republican
56    democrat    democrat
57    democrat    democrat
58    democrat    democrat
59  republican  republican
60    democrat  republican
61  republican  republican
62  republican  republican
63    democrat    democrat
64    democrat    democrat
65  republican  republican
66    democrat    democrat
67    democrat  republican
68  republican  republican
69    democrat    democrat
70  republican  republican
71  republican  republican
72    democrat    democrat
73  republican  republican
74    democrat    democrat
75  republican  republican
76    democrat    democrat
77    democrat    democrat
Error: 7.69

Logistic Regression Model for Fold 2:
n: 1
Epochs: 161
        Actual   Predicted
0     democrat    democrat
1     democrat    democrat
2   republican  republican
3     democrat  republican
4   republican  republican
5     democrat    democrat
6     democrat    democrat
7   republican  republican
8     democrat    democrat
9   republican  republican
10    democrat    democrat
11    democrat    democrat
12  republican  republican
13    democrat    democrat
14    democrat    democrat
15  republican  republican
16    democrat    democrat
17  republican  republican
18    democrat    democrat
19    democrat    democrat
20  republican  republican
21    democrat    democrat
22    democrat    democrat
23    democrat    democrat
24    democrat    democrat
25  republican  republican
26    democrat    democrat
27    democrat    democrat
28    democrat    democrat
29    democrat    democrat
30    democrat    democrat
31  republican  republican
32  republican  republican
33  republican  republican
34    democrat    democrat
35    democrat    democrat
36    democrat  republican
37    democrat    democrat
38  republican  republican
39  republican  republican
40    democrat    democrat
41    democrat    democrat
42    democrat  republican
43    democrat    democrat
44    democrat    democrat
45    democrat    democrat
46  republican  republican
47    democrat    democrat
48    democrat    democrat
49  republican  republican
50    democrat    democrat
51    democrat    democrat
52    democrat    democrat
53  republican  republican
54    democrat    democrat
55  republican  republican
56  republican  republican
57    democrat    democrat
58  republican  republican
59  republican    democrat
60  republican  republican
61    democrat    democrat
62    democrat    democrat
63    democrat  republican
64    democrat    democrat
65    democrat    democrat
66  republican  republican
67  republican  republican
68    democrat    democrat
69  republican  republican
70  republican  republican
71    democrat    democrat
72  republican  republican
73    democrat    democrat
74  republican  republican
75  republican  republican
76    democrat    democrat
77    democrat    democrat
Error: 6.41

Logistic Regression Model for Fold 3:
n: 1
Epochs: 176
        Actual   Predicted
0     democrat    democrat
1     democrat    democrat
2   republican  republican
3   republican  republican
4     democrat    democrat
5     democrat    democrat
6     democrat    democrat
7   republican  republican
8   republican    democrat
9   republican  republican
10    democrat    democrat
11    democrat    democrat
12    democrat    democrat
13    democrat    democrat
14    democrat    democrat
15  republican    democrat
16  republican  republican
17    democrat    democrat
18    democrat    democrat
19  republican  republican
20    democrat    democrat
21    democrat    democrat
22  republican  republican
23  republican  republican
24    democrat    democrat
25  republican  republican
26  republican  republican
27  republican  republican
28    democrat    democrat
29  republican    democrat
30  republican  republican
31  republican  republican
32    democrat    democrat
33    democrat    democrat
34  republican  republican
35    democrat    democrat
36    democrat    democrat
37    democrat    democrat
38  republican  republican
39  republican  republican
40  republican  republican
41    democrat    democrat
42    democrat    democrat
43    democrat    democrat
44  republican  republican
45    democrat    democrat
46  republican  republican
47    democrat    democrat
48    democrat    democrat
49  republican  republican
50  republican  republican
51  republican  republican
52  republican  republican
53    democrat    democrat
54  republican  republican
55  republican  republican
56  republican  republican
57    democrat    democrat
58    democrat    democrat
59  republican  republican
60  republican  republican
61    democrat    democrat
62  republican  republican
63    democrat    democrat
64  republican  republican
65    democrat    democrat
66    democrat    democrat
67    democrat    democrat
68    democrat    democrat
69  republican  republican
70    democrat    democrat
71  republican  republican
72    democrat    democrat
73    democrat    democrat
74    democrat    democrat
75    democrat    democrat
76    democrat    democrat
77  republican  republican
78    democrat    democrat
Error: 3.8

Logistic Regression Model for Fold 4:
n: 1
Epochs: 343
        Actual   Predicted
0   republican  republican
1   republican  republican
2     democrat    democrat
3     democrat    democrat
4     democrat    democrat
5     democrat    democrat
6     democrat    democrat
7   republican  republican
8     democrat    democrat
9     democrat    democrat
10  republican  republican
11    democrat    democrat
12    democrat    democrat
13    democrat    democrat
14    democrat    democrat
15  republican  republican
16    democrat    democrat
17    democrat    democrat
18  republican  republican
19    democrat    democrat
20    democrat    democrat
21    democrat    democrat
22    democrat    democrat
23    democrat    democrat
24  republican  republican
25    democrat    democrat
26  republican  republican
27    democrat    democrat
28    democrat    democrat
29  republican  republican
30    democrat    democrat
31  republican  republican
32  republican  republican
33  republican  republican
34    democrat    democrat
35    democrat    democrat
36  republican  republican
37  republican  republican
38    democrat    democrat
39    democrat    democrat
40    democrat  republican
41    democrat    democrat
42    democrat    democrat
43    democrat    democrat
44  republican  republican
45    democrat    democrat
46  republican  republican
47    democrat    democrat
48    democrat    democrat
49    democrat    democrat
50    democrat    democrat
51    democrat    democrat
52  republican  republican
53  republican  republican
54    democrat    democrat
55    democrat    democrat
56    democrat    democrat
57    democrat    democrat
58  republican  republican
59    democrat    democrat
60  republican  republican
61  republican  republican
62    democrat    democrat
63    democrat    democrat
64    democrat    democrat
65    democrat    democrat
66    democrat  republican
67    democrat    democrat
68    democrat    democrat
69  republican  republican
70  republican  republican
71  republican  republican
72    democrat    democrat
73  republican  republican
74    democrat    democrat
75  republican  republican
76  republican  republican
77  republican  republican
Error: 2.56

Logistic Regression Model for Fold 5:
n: 1
Epochs: 123
        Actual   Predicted
0     democrat    democrat
1   republican  republican
2     democrat    democrat
3     democrat    democrat
4     democrat    democrat
5   republican    democrat
6     democrat    democrat
7     democrat    democrat
8   republican    democrat
9   republican  republican
10    democrat    democrat
11    democrat    democrat
12    democrat    democrat
13    democrat    democrat
14  republican  republican
15    democrat    democrat
16  republican  republican
17  republican    democrat
18  republican  republican
19  republican  republican
20    democrat    democrat
21    democrat    democrat
22  republican  republican
23    democrat    democrat
24    democrat    democrat
25  republican  republican
26    democrat    democrat
27    democrat    democrat
28    democrat    democrat
29    democrat    democrat
30    democrat    democrat
31    democrat    democrat
32    democrat    democrat
33    democrat    democrat
34    democrat    democrat
35    democrat    democrat
36    democrat    democrat
37  republican  republican
38    democrat    democrat
39    democrat    democrat
40    democrat    democrat
41  republican  republican
42    democrat    democrat
43    democrat    democrat
44    democrat    democrat
45  republican  republican
46  republican  republican
47    democrat    democrat
48  republican  republican
49    democrat    democrat
50  republican  republican
51    democrat    democrat
52  republican  republican
53  republican  republican
54  republican  republican
55    democrat    democrat
56    democrat    democrat
57  republican    democrat
58    democrat    democrat
59    democrat    democrat
60    democrat    democrat
61    democrat    democrat
62    democrat    democrat
63  republican  republican
64  republican  republican
65    democrat    democrat
66  republican  republican
67    democrat    democrat
68  republican  republican
69    democrat    democrat
70  republican  republican
71    democrat  republican
72    democrat    democrat
73  republican  republican
74    democrat    democrat
75  republican  republican
76    democrat    democrat
77    democrat    democrat
Error: 6.41

Adeline Model for Fold 1:
n: 0.1
Epochs: 266
        Actual   Predicted
0     democrat    democrat
1     democrat    democrat
2     democrat    democrat
3     democrat    democrat
4     democrat    democrat
5   republican  republican
6   republican  republican
7   republican  republican
8   republican  republican
9     democrat    democrat
10  republican  republican
11    democrat    democrat
12  republican  republican
13    democrat    democrat
14    democrat    democrat
15    democrat    democrat
16  republican  republican
17  republican  republican
18  republican  republican
19  republican  republican
20    democrat    democrat
21    democrat    democrat
22    democrat    democrat
23  republican  republican
24  republican  republican
25    democrat    democrat
26  republican  republican
27    democrat    democrat
28  republican  republican
29  republican  republican
30    democrat    democrat
31    democrat    democrat
32  republican  republican
33  republican  republican
34    democrat    democrat
35    democrat    democrat
36    democrat    democrat
37    democrat    democrat
38  republican  republican
39    democrat    democrat
40  republican  republican
41  republican  republican
42    democrat    democrat
43    democrat    democrat
44  republican  republican
45    democrat    democrat
46    democrat    democrat
47  republican  republican
48  republican  republican
49    democrat    democrat
50    democrat    democrat
51    democrat    democrat
52    democrat    democrat
53  republican    democrat
54    democrat    democrat
55    democrat    democrat
56    democrat    democrat
57    democrat    democrat
58    democrat    democrat
59    democrat    democrat
60    democrat    democrat
61    democrat  republican
62    democrat    democrat
63    democrat    democrat
64  republican  republican
65    democrat    democrat
66    democrat    democrat
67    democrat    democrat
68    democrat    democrat
69    democrat    democrat
70  republican  republican
71    democrat    democrat
72    democrat    democrat
73  republican  republican
74    democrat    democrat
75    democrat    democrat
76  republican  republican
77    democrat    democrat
78    democrat    democrat
79    democrat    democrat
80  republican  republican
81    democrat    democrat
82  republican  republican
83    democrat    democrat
84    democrat    democrat
85    democrat    democrat
86    democrat    democrat
Error: 2.3

Adeline Model for Fold 2:
n: 0.1
Epochs: 256
        Actual   Predicted
0     democrat    democrat
1     democrat    democrat
2     democrat    democrat
3     democrat    democrat
4     democrat    democrat
5     democrat    democrat
6     democrat    democrat
7     democrat  republican
8     democrat    democrat
9     democrat    democrat
10    democrat    democrat
11  republican  republican
12  republican  republican
13    democrat    democrat
14    democrat    democrat
15    democrat    democrat
16  republican  republican
17  republican    democrat
18  republican  republican
19    democrat    democrat
20    democrat    democrat
21    democrat  republican
22  republican  republican
23    democrat    democrat
24    democrat    democrat
25    democrat    democrat
26  republican  republican
27  republican  republican
28  republican  republican
29  republican  republican
30  republican  republican
31  republican  republican
32    democrat    democrat
33    democrat    democrat
34    democrat    democrat
35    democrat    democrat
36  republican  republican
37  republican  republican
38  republican  republican
39  republican  republican
40    democrat    democrat
41  republican  republican
42  republican  republican
43    democrat    democrat
44  republican  republican
45    democrat    democrat
46  republican  republican
47    democrat    democrat
48    democrat    democrat
49  republican  republican
50  republican  republican
51  republican  republican
52    democrat    democrat
53  republican  republican
54  republican  republican
55  republican  republican
56    democrat    democrat
57    democrat    democrat
58  republican  republican
59  republican  republican
60  republican  republican
61    democrat    democrat
62    democrat    democrat
63    democrat    democrat
64  republican  republican
65  republican  republican
66    democrat    democrat
67    democrat    democrat
68  republican  republican
69    democrat    democrat
70    democrat    democrat
71    democrat    democrat
72  republican  republican
73    democrat    democrat
74  republican  republican
75    democrat    democrat
76    democrat    democrat
77    democrat    democrat
78    democrat    democrat
79  republican  republican
80    democrat    democrat
81  republican  republican
82    democrat  republican
83    democrat    democrat
84    democrat    democrat
85  republican  republican
86  republican  republican
Error: 4.6

Adeline Model for Fold 3:
n: 0.1
Epochs: 301
        Actual   Predicted
0     democrat    democrat
1   republican  republican
2   republican  republican
3   republican  republican
4   republican  republican
5     democrat    democrat
6     democrat    democrat
7   republican    democrat
8   republican  republican
9     democrat    democrat
10    democrat    democrat
11    democrat    democrat
12    democrat    democrat
13    democrat    democrat
14    democrat    democrat
15  republican  republican
16    democrat    democrat
17  republican  republican
18  republican  republican
19  republican  republican
20  republican  republican
21    democrat    democrat
22    democrat    democrat
23    democrat    democrat
24    democrat    democrat
25  republican  republican
26    democrat    democrat
27  republican  republican
28  republican  republican
29    democrat    democrat
30    democrat  republican
31  republican  republican
32    democrat    democrat
33    democrat    democrat
34    democrat    democrat
35    democrat    democrat
36    democrat    democrat
37    democrat    democrat
38    democrat  republican
39  republican  republican
40    democrat    democrat
41    democrat    democrat
42    democrat    democrat
43    democrat    democrat
44  republican  republican
45    democrat    democrat
46    democrat    democrat
47    democrat    democrat
48    democrat  republican
49  republican  republican
50  republican  republican
51  republican  republican
52    democrat    democrat
53  republican  republican
54    democrat    democrat
55  republican  republican
56    democrat    democrat
57  republican  republican
58  republican  republican
59  republican  republican
60  republican  republican
61    democrat    democrat
62    democrat    democrat
63    democrat    democrat
64    democrat    democrat
65    democrat    democrat
66    democrat    democrat
67  republican  republican
68    democrat    democrat
69  republican  republican
70    democrat    democrat
71  republican  republican
72  republican  republican
73    democrat    democrat
74    democrat    democrat
75    democrat    democrat
76    democrat    democrat
77  republican  republican
78  republican  republican
79    democrat    democrat
80  republican  republican
81  republican  republican
82  republican  republican
83    democrat    democrat
84    democrat    democrat
85    democrat    democrat
86    democrat  republican
Error: 5.75

Adeline Model for Fold 4:
n: 0.1
Epochs: 160
        Actual   Predicted
0   republican  republican
1     democrat    democrat
2   republican  republican
3   republican  republican
4   republican  republican
5   republican  republican
6     democrat    democrat
7     democrat    democrat
8   republican  republican
9     democrat    democrat
10  republican  republican
11  republican  republican
12    democrat    democrat
13    democrat    democrat
14  republican  republican
15    democrat    democrat
16  republican  republican
17    democrat    democrat
18    democrat    democrat
19  republican  republican
20    democrat  republican
21  republican  republican
22  republican  republican
23    democrat    democrat
24    democrat    democrat
25  republican  republican
26    democrat    democrat
27    democrat    democrat
28    democrat    democrat
29    democrat    democrat
30    democrat    democrat
31    democrat    democrat
32    democrat    democrat
33    democrat    democrat
34  republican    democrat
35  republican  republican
36    democrat    democrat
37  republican  republican
38    democrat    democrat
39    democrat    democrat
40  republican  republican
41    democrat    democrat
42    democrat    democrat
43    democrat    democrat
44  republican  republican
45    democrat    democrat
46  republican  republican
47  republican  republican
48  republican  republican
49  republican  republican
50    democrat    democrat
51    democrat    democrat
52    democrat    democrat
53    democrat    democrat
54    democrat    democrat
55    democrat  republican
56    democrat  republican
57  republican  republican
58    democrat    democrat
59  republican  republican
60    democrat    democrat
61  republican    democrat
62  republican  republican
63  republican  republican
64    democrat  republican
65    democrat    democrat
66  republican  republican
67    democrat    democrat
68    democrat    democrat
69    democrat    democrat
70  republican  republican
71    democrat    democrat
72    democrat    democrat
73    democrat    democrat
74  republican  republican
75    democrat    democrat
76    democrat    democrat
77  republican  republican
78    democrat    democrat
79    democrat    democrat
80    democrat    democrat
81    democrat    democrat
82    democrat    democrat
83    democrat    democrat
84    democrat    democrat
85    democrat    democrat
86    democrat    democrat
Error: 6.9

Adeline Model for Fold 5:
n: 0.1
Epochs: 215
        Actual   Predicted
0   republican  republican
1     democrat    democrat
2     democrat    democrat
3     democrat    democrat
4     democrat    democrat
5     democrat    democrat
6     democrat    democrat
7   republican  republican
8   republican  republican
9   republican  republican
10    democrat    democrat
11    democrat    democrat
12  republican  republican
13  republican  republican
14    democrat    democrat
15    democrat    democrat
16    democrat    democrat
17    democrat    democrat
18  republican  republican
19  republican  republican
20  republican  republican
21    democrat    democrat
22  republican  republican
23    democrat    democrat
24  republican  republican
25  republican  republican
26    democrat    democrat
27  republican  republican
28  republican  republican
29    democrat    democrat
30  republican  republican
31    democrat    democrat
32    democrat    democrat
33    democrat    democrat
34    democrat    democrat
35    democrat    democrat
36  republican  republican
37    democrat    democrat
38    democrat  republican
39    democrat  republican
40  republican  republican
41    democrat    democrat
42    democrat    democrat
43    democrat  republican
44    democrat    democrat
45    democrat    democrat
46    democrat    democrat
47  republican  republican
48    democrat    democrat
49    democrat    democrat
50  republican  republican
51    democrat    democrat
52    democrat    democrat
53    democrat    democrat
54    democrat    democrat
55  republican  republican
56    democrat    democrat
57  republican  republican
58  republican  republican
59    democrat    democrat
60    democrat    democrat
61    democrat    democrat
62    democrat    democrat
63    democrat    democrat
64  republican  republican
65  republican  republican
66  republican  republican
67    democrat    democrat
68  republican  republican
69  republican  republican
70    democrat    democrat
71    democrat    democrat
72    democrat    democrat
73    democrat    democrat
74  republican  republican
75    democrat    democrat
76    democrat    democrat
77  republican  republican
78    democrat    democrat
79  republican    democrat
80  republican  republican
81    democrat    democrat
82    democrat    democrat
83  republican  republican
84    democrat  republican
85    democrat  republican
86  republican  republican
Error: 6.9

Logistic Regression Error: 5.37
Adeline Error: 5.29
